,train,test
1,0.9999999999968596,0.12869649113468404
2,0.9999999999869729,0.026439069252863268
3,0.9999999999999987,0.4251554193225966
mean,0.7725867808769996,0.011164560562447079
std,6.797954607831591e-12,0.2070906420890672
