n_pca,train-avg,test-avg,train-std,test-std
2,0.5793737966394461,0.20333653884707434,0.20330749398715173,0.3584566768049225
3,0.29022979850193376,0.08152314589680941,0.06085918767192957,0.0010436187231940305
4,0.39154746377660626,0.0007661497746647651,0.18874843876251715,0.013903951541405144
5,0.39978104395076036,0.0441511673707548,4.9646264214396736e-11,0.04255145936340147
6,0.6910052864149254,0.04344871602859306,2.53645060012105e-10,0.3029550861788547
7,0.9997848981855454,0.03605736728093835,0.0001248437787475951,0.10916161523266699
8,0.7725867808769996,0.011164560562447079,6.797954607831591e-12,0.2070906420890672
9,0.8882375990746078,0.06311324610241989,2.4476115742037926e-12,0.16304211900699037
10,0.9999999993304651,4.406033971030492e-05,3.0931459986879043e-12,0.0921781930513894
