Diameter distribution(Å)
1.968186999999999998e+01,1.370532000000000039e+01,8.008240000000000691e+00,4.483889999999999709e+00,2.924840000000000106e+00,2.417440000000000033e+00,2.451169999999999849e+00,2.392069999999999919e+00,2.335900000000000087e+00,2.283799999999999830e+00,2.232600000000000140e+00,2.186179999999999790e+00,2.143149999999999888e+00,2.103790000000000049e+00,2.067940000000000111e+00,2.036989999999999856e+00,2.008770000000000167e+00,1.984050000000000091e+00,1.962709999999999955e+00,1.945619999999999905e+00,1.932569999999999899e+00,1.911750000000000060e+00,1.894200000000000106e+00,1.872789999999999955e+00,1.854840000000000044e+00,1.839879999999999960e+00,1.828489999999999949e+00,1.820109999999999895e+00,1.814079999999999915e+00,1.812070000000000070e+00,1.812480000000000091e+00,1.805290000000000061e+00,1.825069999999999970e+00,1.842929999999999957e+00,1.864989999999999926e+00,1.858600000000000030e+00,1.890379999999999949e+00,1.916190000000000060e+00,1.944169999999999954e+00,1.915710000000000024e+00,1.889969999999999928e+00,1.868309999999999915e+00,1.849150000000000071e+00,1.822889999999999899e+00,1.831429999999999891e+00,1.812340000000000062e+00,1.813260000000000094e+00,1.823229999999999906e+00,1.843599999999999905e+00,1.865920000000000023e+00,1.894320000000000004e+00,1.905250000000000110e+00,1.919010000000000105e+00,1.924530000000000074e+00,1.933009999999999895e+00,1.925799999999999956e+00,1.924129999999999896e+00,1.930670000000000108e+00,1.944830000000000059e+00,1.965899999999999981e+00,1.992779999999999996e+00,1.583320000000000061e+00,1.566920000000000091e+00,1.547199999999999909e+00,1.529369999999999896e+00,1.480169999999999986e+00,1.608389999999999986e+00,1.696159999999999890e+00,1.844330000000000025e+00,1.798980000000000024e+00,1.761670000000000069e+00,1.730339999999999989e+00,1.708409999999999984e+00,1.679510000000000058e+00,1.654670000000000085e+00,1.624640000000000084e+00,1.598740000000000050e+00,1.564419999999999922e+00,1.533029999999999893e+00,1.505120000000000013e+00,1.480180000000000051e+00,1.458599999999999897e+00,1.441140000000000088e+00,1.420120000000000049e+00,1.398859999999999992e+00,1.382290000000000019e+00,1.368309999999999915e+00,1.357429999999999914e+00,1.349210000000000020e+00,1.331530000000000102e+00,1.315229999999999899e+00,1.301639999999999908e+00,1.290829999999999922e+00,1.283770000000000078e+00,1.280750000000000055e+00,1.281539999999999901e+00,1.285979999999999901e+00,1.295390000000000041e+00,1.306570000000000009e+00,1.323569999999999913e+00,1.344459999999999988e+00,1.367830000000000101e+00,1.394989999999999952e+00,1.425610000000000044e+00,1.459209999999999896e+00,1.497649999999999926e+00,1.536999999999999922e+00,1.581460000000000088e+00,1.627920000000000034e+00,1.677910000000000013e+00,1.730580000000000007e+00,1.785190000000000055e+00,1.842249999999999943e+00,1.902460000000000040e+00,1.963489999999999958e+00,2.028859999999999886e+00,2.095860000000000056e+00,2.194059999999999899e+00,2.643100000000000005e+00,4.773609999999999687e+00,8.672890000000000654e+00,1.253317000000000014e+01,1.668117000000000161e+01
