n_pca,train-avg,test-avg,train-std,test-std
1,0.8508996831566097,0.01528108475785971,0.08104736712657999,0.15615227784446703
2,0.9878987056980523,0.35372351410874775,0.022784475717422002,0.39471697063996714
3,0.9830418484685796,0.43252230844605155,0.021529482923086086,0.3274972804869059
4,0.986154717082057,0.44621503749918195,0.019421432987194242,0.3165072060499
5,0.9916731403378365,0.3969554578978494,0.0140289914741304,0.33735378023184653
