n_pca,train-avg,test-avg,train-std,test-std
1,0.5851035745142695,0.045047489069109964,0.18995008545535225,0.20460316990398109
2,0.7972623366049657,0.0005943931411510425,0.229899167013632,0.06490128108292488
3,0.9043201558520879,0.08245338758920404,0.13457303525854677,0.06329238533624554
4,0.9255265084015929,0.09587289055310406,0.09409094486213006,0.1018466914157851
5,0.9882063682574306,0.1429196928788776,0.010334479437319966,0.11922148572346158
