Diameter distribution(Å)
1.288932999999999929e+01,8.950779999999999959e+00,5.869629999999999903e+00,5.196810000000000151e+00,4.913540000000000241e+00,4.827539999999999942e+00,4.742110000000000269e+00,4.648360000000000269e+00,4.568950000000000067e+00,4.143640000000000434e+00,4.250119999999999898e+00,4.172609999999999708e+00,4.095950000000000202e+00,4.019610000000000127e+00,3.943709999999999827e+00,3.869990000000000041e+00,3.796780000000000044e+00,3.724250000000000060e+00,3.651559999999999917e+00,3.581970000000000098e+00,3.513570000000000082e+00,3.445800000000000196e+00,3.379290000000000127e+00,3.313320000000000043e+00,3.248720000000000052e+00,3.185909999999999798e+00,3.124589999999999979e+00,3.064070000000000071e+00,3.004809999999999981e+00,2.949510000000000076e+00,2.894379999999999953e+00,2.842999999999999972e+00,2.792339999999999822e+00,2.724899999999999878e+00,2.658199999999999896e+00,2.581300000000000150e+00,2.506730000000000125e+00,2.434190000000000076e+00,2.364240000000000119e+00,2.282900000000000151e+00,2.203640000000000043e+00,2.043200000000000127e+00,2.001119999999999788e+00,1.945589999999999931e+00,1.894379999999999953e+00,1.834899999999999975e+00,1.777619999999999978e+00,1.722930000000000073e+00,1.671130000000000004e+00,1.604719999999999924e+00,1.542899999999999938e+00,1.445959999999999912e+00,1.443680000000000074e+00,1.404700000000000060e+00,1.370509999999999895e+00,1.313739999999999908e+00,1.259439999999999893e+00,1.196020000000000083e+00,1.133780000000000010e+00,1.075120000000000076e+00,1.019020000000000037e+00,9.677099999999999591e-01,9.194099999999999495e-01,6.579199999999999493e-01,7.407899999999999485e-01,7.296799999999999953e-01,7.245700000000000474e-01,6.917799999999999505e-01,6.632799999999999807e-01,6.399599999999999733e-01,6.223199999999999843e-01,6.120600000000000485e-01,6.058900000000000396e-01,6.038000000000000034e-01,6.060200000000000031e-01,6.231900000000000217e-01,6.409099999999999797e-01,6.536300000000000443e-01,6.672900000000000498e-01,6.870699999999999585e-01,7.096299999999999830e-01,7.342100000000000293e-01,7.611499999999999932e-01,6.582099999999999618e-01,8.156299999999999661e-01,8.426799999999999846e-01,8.729099999999999637e-01,9.094400000000000261e-01,9.485400000000000498e-01,9.884399999999999853e-01,1.030969999999999942e+00,1.078389999999999960e+00,1.128489999999999993e+00,1.180439999999999934e+00,1.233989999999999920e+00,1.286100000000000021e+00,1.341050000000000075e+00,1.397790000000000088e+00,1.456660000000000066e+00,1.517930000000000001e+00,1.581090000000000106e+00,1.647119999999999918e+00,1.714790000000000036e+00,1.768909999999999982e+00,1.825309999999999988e+00,1.872759999999999980e+00,1.923340000000000050e+00,1.978460000000000107e+00,2.032550000000000079e+00,2.061430000000000096e+00,2.165200000000000014e+00,2.238519999999999843e+00,2.313619999999999788e+00,2.390309999999999935e+00,2.467820000000000125e+00,2.546100000000000030e+00,2.625090000000000146e+00,2.708870000000000111e+00,2.793590000000000018e+00,2.877709999999999990e+00,2.962460000000000093e+00,3.048799999999999955e+00,3.135699999999999932e+00,3.158450000000000202e+00,3.324120000000000186e+00,3.477209999999999912e+00,3.646590000000000220e+00,3.727650000000000130e+00,3.807859999999999800e+00,4.001579999999999693e+00,4.430979999999999919e+00,7.337579999999999991e+00,1.121335000000000015e+01,1.643474000000000146e+01,2.182507999999999981e+01
