Diameter distribution(Å)
1.621696999999999989e+01,1.149705999999999939e+01,6.896869999999999834e+00,2.657929999999999904e+00,1.268639999999999990e+00,1.222920000000000007e+00,1.181030000000000024e+00,1.144800000000000040e+00,1.113120000000000109e+00,1.086170000000000080e+00,1.064319999999999933e+00,1.048100000000000032e+00,1.033409999999999940e+00,1.016029999999999989e+00,1.004399999999999959e+00,9.974499999999999478e-01,9.962199999999999944e-01,9.725599999999999801e-01,9.585799999999999876e-01,9.821499999999999675e-01,1.009190000000000031e+00,1.007319999999999993e+00,1.012510000000000021e+00,1.025949999999999918e+00,1.048410000000000064e+00,1.084770000000000012e+00,1.123450000000000060e+00,1.160940000000000083e+00,1.210939999999999905e+00,1.252669999999999950e+00,1.296570000000000000e+00,1.316969999999999974e+00,1.340279999999999916e+00,1.361089999999999911e+00,1.384719999999999951e+00,1.411610000000000031e+00,1.441389999999999949e+00,1.473119999999999985e+00,1.507600000000000051e+00,1.383990000000000054e+00,1.471850000000000103e+00,1.524129999999999985e+00,1.576770000000000005e+00,1.626689999999999969e+00,1.678800000000000070e+00,1.733379999999999921e+00,1.789749999999999952e+00,1.724520000000000053e+00,1.878630000000000022e+00,1.924709999999999921e+00,1.971200000000000063e+00,2.013500000000000068e+00,2.057599999999999874e+00,2.106040000000000134e+00,2.157070000000000043e+00,2.201540000000000052e+00,2.250360000000000138e+00,2.316390000000000171e+00,2.383729999999999905e+00,2.446130000000000138e+00,2.510349999999999859e+00,2.572189999999999976e+00,2.635759999999999881e+00,2.682819999999999983e+00,2.732240000000000002e+00,2.740029999999999966e+00,2.750039999999999818e+00,2.751539999999999875e+00,2.767959999999999976e+00,2.768100000000000005e+00,2.770739999999999981e+00,2.764949999999999797e+00,2.762880000000000003e+00,2.745039999999999925e+00,2.728139999999999787e+00,2.682179999999999787e+00,2.638419999999999987e+00,2.600140000000000118e+00,2.564259999999999984e+00,2.513129999999999864e+00,2.464179999999999815e+00,2.402979999999999894e+00,2.344250000000000167e+00,2.290439999999999809e+00,2.239570000000000061e+00,2.181810000000000027e+00,2.125589999999999868e+00,2.068449999999999900e+00,2.010899999999999910e+00,1.954790000000000028e+00,1.900570000000000093e+00,1.852430000000000021e+00,1.804349999999999898e+00,1.755430000000000046e+00,1.707070000000000087e+00,1.657040000000000068e+00,1.609779999999999989e+00,1.566710000000000047e+00,1.525900000000000034e+00,1.487119999999999997e+00,1.451729999999999965e+00,1.345280000000000031e+00,1.444460000000000077e+00,1.417550000000000088e+00,1.393780000000000019e+00,1.373599999999999932e+00,1.356970000000000010e+00,1.341890000000000027e+00,1.330049999999999955e+00,1.323360000000000092e+00,1.320289999999999964e+00,1.305860000000000021e+00,1.294589999999999907e+00,1.291749999999999954e+00,1.292510000000000048e+00,1.278780000000000028e+00,1.268469999999999986e+00,1.247800000000000020e+00,1.230429999999999913e+00,1.211340000000000083e+00,1.196499999999999897e+00,1.177450000000000108e+00,1.180549999999999988e+00,1.180220000000000047e+00,1.183899999999999952e+00,1.180220000000000047e+00,1.181859999999999911e+00,1.171519999999999895e+00,1.161980000000000013e+00,1.142879999999999896e+00,1.127590000000000092e+00,1.115099999999999980e+00,1.106579999999999897e+00,1.052710000000000035e+00,1.375410000000000021e+00,1.400430000000000064e+00,1.428879999999999928e+00,1.188940000000000108e+00,1.751560000000000006e+00,5.973410000000000331e+00,1.117135999999999996e+01
