Diameter distribution(Å)
1.688767999999999958e+01,1.218299999999999983e+01,7.658549999999999969e+00,4.493699999999999584e+00,1.844980000000000064e+00,9.685799999999999965e-01,7.953599999999999559e-01,6.596999999999999531e-01,6.795099999999999474e-01,6.414800000000000502e-01,6.068200000000000260e-01,5.788799999999999502e-01,5.555799999999999628e-01,5.265499999999999625e-01,5.040599999999999525e-01,4.664699999999999958e-01,4.354000000000000092e-01,4.089999999999999747e-01,3.897200000000000109e-01,3.720100000000000073e-01,3.612900000000000000e-01,3.100200000000000178e-01,3.291499999999999981e-01,3.342300000000000271e-01,3.426299999999999901e-01,3.580599999999999894e-01,3.791999999999999815e-01,3.981500000000000039e-01,4.238100000000000200e-01,4.543300000000000116e-01,4.920700000000000074e-01,5.014199999999999768e-01,5.164100000000000357e-01,4.882699999999999818e-01,4.874200000000000199e-01,4.746000000000000218e-01,4.664900000000000158e-01,4.604500000000000259e-01,4.693200000000000149e-01,4.755900000000000127e-01,4.934999999999999942e-01,5.023900000000000032e-01,5.166899999999999826e-01,4.716899999999999982e-01,4.345300000000000273e-01,4.060300000000000020e-01,3.856399999999999828e-01,3.737400000000000166e-01,3.703400000000000025e-01,3.284500000000000197e-01,4.042000000000000037e-01,4.010099999999999776e-01,4.394899999999999918e-01,4.056899999999999951e-01,3.753400000000000070e-01,2.748200000000000087e-01,3.372800000000000242e-01,3.836899999999999755e-01,5.999900000000000233e-01,7.093899999999999650e-01,1.712609999999999966e+00,6.095959999999999823e+00,1.093004999999999960e+01,1.602959999999999852e+01,2.115147999999999939e+01
