Diameter distribution(Å)
1.327363000000000071e+01,8.864039999999999253e+00,4.647190000000000154e+00,1.862999999999999989e+00,1.368689999999999962e+00,1.312380000000000102e+00,1.260299999999999976e+00,1.212069999999999981e+00,1.167759999999999909e+00,8.833699999999999886e-01,8.473800000000000221e-01,8.282599999999999962e-01,8.130899999999999794e-01,8.084299999999999820e-01,8.075900000000000301e-01,8.034700000000000175e-01,8.035299999999999665e-01,7.993999999999999995e-01,8.013900000000000468e-01,8.021099999999999897e-01,8.268600000000000394e-01,8.472800000000000331e-01,8.703400000000000025e-01,8.932600000000000540e-01,9.196100000000000385e-01,9.364200000000000301e-01,9.577400000000000357e-01,9.856399999999999606e-01,1.017120000000000024e+00,9.812100000000000266e-01,9.508299999999999530e-01,9.292700000000000404e-01,9.109300000000000175e-01,8.842799999999999550e-01,8.607000000000000206e-01,8.357700000000000129e-01,8.144000000000000128e-01,7.997600000000000264e-01,7.885499999999999732e-01,7.807300000000000351e-01,7.767800000000000260e-01,7.626300000000000301e-01,7.950199999999999489e-01,8.096900000000000208e-01,8.267400000000000304e-01,8.495599999999999818e-01,8.760200000000000209e-01,7.779500000000000304e-01,9.345599999999999463e-01,9.670199999999999907e-01,1.002899999999999903e+00,9.343099999999999739e-01,1.102060000000000040e+00,1.151550000000000074e+00,1.203799999999999981e+00,1.257530000000000037e+00,1.313760000000000039e+00,1.325550000000000006e+00,1.514920000000000044e+00,1.578819999999999890e+00,1.645750000000000046e+00,1.622800000000000020e+00,2.089389999999999858e+00,5.503300000000000303e+00,1.035196999999999967e+01,1.584118999999999922e+01,2.145844999999999914e+01
