n_pca,train-avg,test-avg,train-std,test-std
2,0.4767247156584975,0.1160922508212528,0.14577235865925034,0.20107525966919917
3,0.5468280415030459,0.151232147729418,0.1283968391758724,0.25698507202214416
4,0.6652713250337694,0.2378217988810123,0.20230135466132568,0.17561379152869042
5,0.922903268116601,0.1560446610222294,0.13792801518401115,0.32096982595463514
6,0.930098760313264,0.15701919264007366,0.1204282284258496,0.27550068060932753
