n_pca,train-avg,test-avg,train-std,test-std
2,0.7913407160480347,0.06891894966028721,0.22638477254477302,0.29424511722299956
3,0.9247986669535584,0.13594602789533347,0.05705076890708808,0.29804176346572986
4,0.88634234262528,0.11018022886068937,0.1109601345195272,0.31211911308631957
5,0.9871698577316611,0.2637765657245724,0.015793041630784904,0.21635891982091687
6,0.9999999999978211,0.20034554354152992,2.128551042854973e-12,0.3079228714714463
