Diameter distribution(Å)
1.534652999999999956e+01,1.047330000000000005e+01,6.193929999999999936e+00,3.937159999999999993e+00,3.577939999999999898e+00,3.496020000000000127e+00,3.414289999999999825e+00,3.333369999999999944e+00,3.252349999999999852e+00,3.167419999999999902e+00,3.082059999999999800e+00,3.011039999999999939e+00,2.940960000000000019e+00,2.862190000000000012e+00,2.783580000000000165e+00,2.707669999999999799e+00,2.633090000000000153e+00,2.558320000000000149e+00,2.484939999999999927e+00,2.414449999999999985e+00,2.345099999999999962e+00,2.276409999999999823e+00,2.209099999999999842e+00,2.144270000000000120e+00,2.079180000000000028e+00,2.017780000000000129e+00,1.957940000000000014e+00,1.900239999999999929e+00,1.844230000000000036e+00,1.791029999999999900e+00,1.739069999999999894e+00,1.689689999999999914e+00,1.641699999999999937e+00,1.597609999999999975e+00,1.555320000000000036e+00,1.515930000000000000e+00,1.478990000000000027e+00,1.430469999999999908e+00,1.384379999999999944e+00,1.336039999999999894e+00,1.290100000000000025e+00,1.241449999999999942e+00,1.196390000000000065e+00,7.576800000000000201e-01,8.578900000000000414e-01,3.905199999999999783e-01,6.410400000000000542e-01,5.914099999999999913e-01,5.471700000000000452e-01,4.845800000000000107e-01,4.304899999999999838e-01,3.688500000000000112e-01,3.585800000000000098e-01,3.301700000000000190e-01,3.151800000000000157e-01,2.964700000000000113e-01,2.842000000000000082e-01,2.721999999999999975e-01,2.681700000000000195e-01,2.159800000000000053e-01,5.764399999999999524e-01,5.977299999999999836e-01,6.245800000000000241e-01,6.563400000000000345e-01,6.928800000000000514e-01,7.197299999999999809e-01,7.505699999999999594e-01,7.581799999999999651e-01,7.697399999999999798e-01,7.864799999999999569e-01,8.090699999999999559e-01,8.368200000000000083e-01,8.717599999999999794e-01,6.351200000000000179e-01,1.381650000000000045e+00,5.554730000000000167e+00,1.042942999999999998e+01,1.566592999999999947e+01,2.091917000000000115e+01
