Diameter distribution(Å)
1.510214999999999996e+01,1.050882999999999967e+01,6.235769999999999591e+00,2.960370000000000168e+00,1.640740000000000087e+00,1.630149999999999988e+00,1.634519999999999973e+00,1.648630000000000040e+00,1.684469999999999912e+00,1.719989999999999908e+00,1.766890000000000072e+00,1.811160000000000103e+00,1.862610000000000099e+00,1.856470000000000065e+00,1.856170000000000098e+00,1.863960000000000061e+00,1.877999999999999892e+00,1.886630000000000029e+00,1.901380000000000070e+00,1.885240000000000027e+00,1.874160000000000048e+00,1.845280000000000031e+00,1.819520000000000026e+00,1.766199999999999992e+00,1.726609999999999978e+00,1.659350000000000103e+00,1.634800000000000031e+00,1.604270000000000085e+00,1.580750000000000099e+00,1.560799999999999965e+00,1.544790000000000108e+00,1.523249999999999993e+00,1.505900000000000016e+00,1.484240000000000004e+00,1.465880000000000072e+00,1.451170000000000071e+00,1.440530000000000088e+00,1.433499999999999996e+00,1.430639999999999912e+00,1.428879999999999928e+00,1.431259999999999977e+00,1.434080000000000021e+00,1.437170000000000059e+00,1.430269999999999930e+00,1.426849999999999952e+00,1.426139999999999963e+00,1.428870000000000084e+00,1.434749999999999970e+00,1.444120000000000070e+00,1.458090000000000108e+00,1.475360000000000005e+00,1.488550000000000040e+00,1.506369999999999987e+00,1.514469999999999983e+00,1.566519999999999913e+00,1.603969999999999896e+00,1.643350000000000088e+00,1.676269999999999927e+00,1.711929999999999952e+00,1.723880000000000079e+00,1.738560000000000105e+00,1.750269999999999992e+00,1.765470000000000095e+00,1.779069999999999929e+00,1.795770000000000088e+00,1.814640000000000031e+00,1.836969999999999992e+00,1.862500000000000044e+00,1.892060000000000075e+00,1.925000000000000044e+00,1.961430000000000007e+00,1.839520000000000044e+00,2.641410000000000036e+00,4.265439999999999898e+00,7.244510000000000005e+00,1.133051999999999992e+01,1.553457000000000043e+01
