,train,test
1,0.9999999999999301,0.27600350186027256
2,0.9999999999998177,0.4530837043775377
3,0.9999999999999172,0.8366422586410915
mean,0.9999999999615763,0.1082983363708945
std,6.148846714974663e-14,0.2865863390199207
