,train,test
1,0.9999999999992828,0.9999999999850138
2,0.9999999999993161,0.9999999999958944
3,0.9999999999988913,0.9999999999986842
mean,0.9999999999991755,0.999999999992327
std,2.3621481405101677e-13,7.2232344629665245e-12
