,train,test
1,0.9999999999375859,0.9999999815613824
2,0.9999999999970153,0.9999999999267257
3,0.9999999999958415,0.9999999994478628
mean,0.9999999999803977,0.9999999895122105
std,3.3977793915060585e-11,1.0467738754017838e-08
