Diameter distribution(Å)
1.965313000000000088e+01,1.427790000000000070e+01,9.190739999999999910e+00,6.002030000000000420e+00,3.580729999999999968e+00,2.823179999999999801e+00,2.927459999999999951e+00,2.879360000000000142e+00,2.830890000000000128e+00,2.791910000000000114e+00,2.753600000000000048e+00,2.692489999999999828e+00,2.634560000000000013e+00,2.616439999999999877e+00,2.601739999999999942e+00,2.542780000000000040e+00,2.493939999999999824e+00,2.431659999999999933e+00,2.418169999999999931e+00,2.367929999999999868e+00,2.319819999999999993e+00,2.273149999999999782e+00,2.228930000000000078e+00,2.177519999999999900e+00,2.130840000000000067e+00,2.077230000000000132e+00,2.026920000000000055e+00,1.981130000000000058e+00,1.938800000000000079e+00,1.902460000000000040e+00,1.868949999999999889e+00,1.841399999999999926e+00,1.817690000000000028e+00,1.801430000000000087e+00,1.790699999999999958e+00,1.781420000000000003e+00,1.781039999999999957e+00,1.790079999999999893e+00,1.809250000000000025e+00,1.793840000000000101e+00,1.778529999999999944e+00,1.761220000000000008e+00,1.748159999999999936e+00,1.738199999999999967e+00,1.732189999999999896e+00,1.729160000000000030e+00,1.729409999999999892e+00,1.695310000000000095e+00,1.659170000000000034e+00,1.623739999999999961e+00,1.592349999999999932e+00,1.564850000000000074e+00,1.542669999999999986e+00,1.525079999999999991e+00,1.513039999999999941e+00,1.492850000000000010e+00,1.480509999999999993e+00,1.471729999999999983e+00,1.467130000000000045e+00,1.457060000000000022e+00,1.453500000000000014e+00,1.439550000000000107e+00,1.443650000000000100e+00,1.448169999999999957e+00,1.455349999999999921e+00,1.450720000000000010e+00,1.470420000000000060e+00,1.498580000000000023e+00,1.528000000000000025e+00,1.561900000000000066e+00,1.602070000000000105e+00,1.614910000000000068e+00,1.631520000000000081e+00,1.650099999999999900e+00,1.673380000000000090e+00,1.708250000000000046e+00,1.746680000000000010e+00,1.783490000000000020e+00,1.837350000000000039e+00,1.886020000000000030e+00,1.937389999999999946e+00,1.990560000000000107e+00,2.045599999999999863e+00,2.058549999999999880e+00,2.075099999999999945e+00,1.872689999999999966e+00,2.331690000000000040e+00,2.364809999999999857e+00,2.400389999999999802e+00,2.439119999999999955e+00,2.480579999999999785e+00,2.517290000000000028e+00,2.552270000000000039e+00,2.587950000000000195e+00,2.625729999999999897e+00,2.667429999999999968e+00,2.711770000000000014e+00,2.757050000000000001e+00,2.804949999999999832e+00,2.858680000000000110e+00,2.913940000000000197e+00,2.970169999999999977e+00,3.028570000000000206e+00,3.087549999999999795e+00,3.148420000000000218e+00,3.213210000000000122e+00,3.278999999999999915e+00,3.345499999999999918e+00,3.413440000000000030e+00,3.484039999999999804e+00,3.555880000000000152e+00,3.557720000000000216e+00,3.717210000000000125e+00,3.792990000000000084e+00,3.869800000000000129e+00,3.947659999999999947e+00,4.026290000000000369e+00,4.105550000000000033e+00,4.185839999999999783e+00,4.268500000000000405e+00,4.351750000000000007e+00,4.435100000000000264e+00,4.519059999999999633e+00,4.603189999999999671e+00,4.688130000000000130e+00,4.773270000000000124e+00,4.853880000000000194e+00,4.934070000000000178e+00,5.015089999999999826e+00,5.068550000000000111e+00,6.737589999999999968e+00,9.323219999999999175e+00,1.227279000000000053e+01
