Diameter distribution(Å)
1.481600000000000072e+01,1.052722999999999942e+01,6.414880000000000138e+00,3.317880000000000162e+00,1.891329999999999956e+00,1.752359999999999918e+00,1.743319999999999981e+00,1.681429999999999980e+00,1.625199999999999978e+00,1.575649999999999995e+00,1.531649999999999956e+00,1.476790000000000047e+00,1.458120000000000083e+00,1.425130000000000008e+00,1.412199999999999900e+00,1.394889999999999963e+00,1.401210000000000067e+00,1.389699999999999935e+00,1.387259999999999938e+00,1.386840000000000073e+00,1.380849999999999911e+00,1.347639999999999949e+00,1.315630000000000077e+00,1.281609999999999916e+00,1.250860000000000083e+00,1.224460000000000104e+00,1.202669999999999906e+00,1.186590000000000034e+00,1.174390000000000045e+00,1.167620000000000102e+00,1.165350000000000108e+00,1.151180000000000092e+00,1.134190000000000031e+00,1.112149999999999972e+00,1.093579999999999997e+00,1.063350000000000017e+00,1.072140000000000093e+00,1.079879999999999951e+00,1.093569999999999931e+00,1.107909999999999950e+00,1.128430000000000044e+00,1.156470000000000109e+00,1.189489999999999936e+00,1.216180000000000039e+00,1.246629999999999905e+00,1.279979999999999896e+00,1.315970000000000084e+00,1.358600000000000030e+00,1.404309999999999947e+00,1.443519999999999914e+00,1.484879999999999978e+00,1.546689999999999898e+00,1.611639999999999961e+00,1.666849999999999943e+00,1.723619999999999930e+00,1.762590000000000101e+00,1.806850000000000067e+00,1.855499999999999927e+00,1.909459999999999935e+00,1.949519999999999920e+00,1.985330000000000039e+00,2.019169999999999909e+00,2.055919999999999970e+00,2.094879999999999853e+00,2.136460000000000026e+00,2.156789999999999985e+00,2.179640000000000022e+00,2.174799999999999844e+00,2.176340000000000163e+00,2.185169999999999835e+00,2.199370000000000047e+00,2.222469999999999946e+00,2.252489999999999881e+00,2.289190000000000058e+00,2.330270000000000064e+00,2.380180000000000184e+00,2.436249999999999805e+00,2.464069999999999983e+00,2.510069999999999801e+00,2.551750000000000185e+00,2.596969999999999779e+00,2.641960000000000086e+00,2.690589999999999815e+00,2.718080000000000052e+00,2.758000000000000007e+00,2.804670000000000218e+00,2.858680000000000110e+00,2.905260000000000176e+00,2.957619999999999916e+00,3.041809999999999903e+00,3.095600000000000129e+00,3.508950000000000014e+00,4.672369999999999912e+00,8.324320000000000164e+00,1.239154000000000089e+01,1.698600000000000065e+01,2.190728000000000009e+01
