Diameter distribution(Å)
2.082011999999999929e+01,1.768036999999999992e+01,1.490418999999999983e+01,1.314614000000000082e+01,1.217450000000000010e+01,1.193896999999999942e+01,1.185017999999999994e+01,1.175478999999999985e+01,1.165952000000000055e+01,1.156462999999999930e+01,1.146988999999999947e+01,1.137579000000000029e+01,1.128170000000000073e+01,1.118815999999999988e+01,1.109491000000000049e+01,1.100195000000000078e+01,1.090853000000000073e+01,1.081644000000000005e+01,1.072404000000000046e+01,1.063241000000000014e+01,1.054111999999999938e+01,1.044965000000000011e+01,1.035824000000000034e+01,1.026796000000000042e+01,1.017802000000000007e+01,1.008841999999999928e+01,9.998920000000000030e+00,9.909380000000000521e+00,9.819750000000000867e+00,9.731759999999999522e+00,9.642079999999999984e+00,9.552479999999999194e+00,9.463200000000000500e+00,9.373900000000000787e+00,9.284660000000000579e+00,9.196170000000000400e+00,9.107540000000000191e+00,9.019539999999999225e+00,8.931869999999999976e+00,8.844659999999999300e+00,8.757820000000000604e+00,8.671269999999999811e+00,8.585060000000000358e+00,8.499040000000000816e+00,8.413149999999999906e+00,8.328160000000000451e+00,8.243579999999999686e+00,8.159760000000000346e+00,8.075269999999999726e+00,7.992700000000000138e+00,7.910050000000000026e+00,7.827219999999999622e+00,7.744860000000000078e+00,7.659539999999999793e+00,7.574449999999999683e+00,7.487630000000000230e+00,7.401069999999999816e+00,7.311799999999999855e+00,7.221809999999999619e+00,7.139920000000000044e+00,7.057559999999999611e+00,6.972559999999999647e+00,6.887940000000000396e+00,6.804260000000000197e+00,6.720989999999999576e+00,6.637690000000000090e+00,6.554840000000000444e+00,6.472360000000000113e+00,6.390349999999999753e+00,6.308919999999999639e+00,6.227960000000000385e+00,6.147809999999999775e+00,6.068109999999999893e+00,5.988389999999999880e+00,5.909229999999999983e+00,5.830960000000000143e+00,5.753289999999999793e+00,5.676370000000000360e+00,5.600329999999999586e+00,5.524810000000000443e+00,5.450070000000000192e+00,5.375790000000000290e+00,5.302389999999999937e+00,5.229759999999999742e+00,5.158669999999999867e+00,5.087259999999999671e+00,5.016420000000000101e+00,4.947600000000000442e+00,4.876719999999999722e+00,4.813010000000000232e+00,4.746400000000000396e+00,4.681009999999999671e+00,4.616729999999999556e+00,4.553340000000000387e+00,4.490980000000000416e+00,4.430089999999999861e+00,4.370400000000000063e+00,4.312369999999999592e+00,4.255539999999999878e+00,4.198900000000000077e+00,4.142330000000000290e+00,4.085740000000000371e+00,4.030759999999999899e+00,3.969199999999999839e+00,3.908329999999999860e+00,3.845219999999999860e+00,3.782830000000000137e+00,3.725950000000000095e+00,3.670830000000000037e+00,3.613010000000000055e+00,3.556740000000000013e+00,3.493050000000000210e+00,3.431950000000000056e+00,3.372380000000000155e+00,3.315150000000000041e+00,3.259850000000000136e+00,3.207840000000000025e+00,3.159299999999999997e+00,3.113690000000000069e+00,3.054250000000000131e+00,2.994470000000000187e+00,2.935340000000000060e+00,2.876500000000000057e+00,2.821180000000000021e+00,2.765849999999999920e+00,2.714269999999999960e+00,2.661970000000000169e+00,2.614290000000000003e+00,2.568499999999999783e+00,2.522870000000000168e+00,2.479210000000000136e+00,2.438829999999999831e+00,2.400589999999999780e+00,2.362389999999999990e+00,2.323040000000000216e+00,2.283009999999999984e+00,2.245350000000000179e+00,2.210420000000000051e+00,2.178230000000000111e+00,2.149010000000000087e+00,2.122139999999999915e+00,2.099909999999999943e+00,2.080130000000000035e+00,2.063880000000000159e+00,2.050769999999999982e+00,2.040830000000000144e+00,2.034050000000000136e+00,2.033500000000000085e+00,2.036620000000000097e+00,2.040439999999999809e+00,2.046800000000000175e+00,2.060439999999999827e+00,2.077020000000000088e+00,2.083410000000000206e+00,2.093069999999999986e+00,2.100200000000000067e+00,2.109090000000000131e+00,2.102250000000000174e+00,2.098050000000000193e+00,2.088239999999999874e+00,2.081830000000000069e+00,2.077989999999999782e+00,2.077539999999999942e+00,2.069310000000000205e+00,2.064909999999999801e+00,2.065609999999999946e+00,2.070089999999999986e+00,2.077090000000000103e+00,2.087829999999999853e+00,2.102040000000000131e+00,2.119709999999999983e+00,2.080709999999999837e+00,2.045830000000000037e+00,2.007140000000000146e+00,1.977319999999999967e+00,1.956660000000000066e+00,1.944960000000000022e+00,1.943089999999999984e+00,1.950329999999999897e+00,1.921110000000000095e+00,1.918630000000000058e+00,1.903820000000000068e+00,2.400479999999999947e+00,4.319020000000000081e+00,6.915879999999999583e+00,1.084490000000000087e+01,1.507737999999999978e+01
