Diameter distribution(Å)
1.938022000000000133e+01,1.594788999999999923e+01,1.317750999999999983e+01,1.200957999999999970e+01,1.120290999999999926e+01,1.085590999999999973e+01,1.061040000000000028e+01,1.041970000000000063e+01,1.025001999999999924e+01,1.008951000000000064e+01,9.998580000000000467e+00,9.640219999999999345e+00,9.565680000000000405e+00,9.477159999999999584e+00,9.388249999999999318e+00,9.301589999999999137e+00,9.215920000000000556e+00,9.128019999999999357e+00,9.040469999999999118e+00,8.947549999999999670e+00,8.855259999999999465e+00,8.768729999999999691e+00,8.682510000000000616e+00,8.593750000000000000e+00,8.505340000000000344e+00,8.417030000000000456e+00,8.329129999999999256e+00,8.239620000000000388e+00,8.147729999999999251e+00,8.051800000000000068e+00,7.956190000000000317e+00,7.869069999999999787e+00,7.781200000000000117e+00,7.690039999999999765e+00,7.598519999999999719e+00,7.508600000000000385e+00,7.418370000000000353e+00,7.328579999999999650e+00,7.239130000000000287e+00,7.150190000000000268e+00,7.061230000000000118e+00,6.971890000000000143e+00,6.882929999999999993e+00,6.797250000000000014e+00,6.711999999999999744e+00,6.624179999999999957e+00,6.536739999999999995e+00,6.452180000000000248e+00,6.368030000000000079e+00,6.284110000000000085e+00,6.200700000000000323e+00,6.117259999999999920e+00,6.034259999999999735e+00,5.950700000000000323e+00,5.867499999999999716e+00,5.780649999999999622e+00,5.694200000000000372e+00,5.608959999999999724e+00,5.524169999999999803e+00,5.439359999999999751e+00,5.354800000000000004e+00,5.270789999999999864e+00,5.186589999999999812e+00,5.098849999999999660e+00,5.010390000000000121e+00,4.922789999999999999e+00,4.835449999999999804e+00,4.748479999999999812e+00,4.661810000000000009e+00,4.575639999999999930e+00,4.489869999999999806e+00,4.403870000000000395e+00,4.318109999999999893e+00,4.233329999999999593e+00,4.148859999999999992e+00,4.066519999999999690e+00,3.984290000000000109e+00,3.902190000000000047e+00,3.820429999999999993e+00,3.737119999999999997e+00,3.654139999999999944e+00,3.576360000000000205e+00,3.499410000000000132e+00,3.420539999999999914e+00,3.341909999999999936e+00,3.265719999999999956e+00,3.190259999999999874e+00,3.114510000000000112e+00,3.039600000000000080e+00,2.921549999999999869e+00,2.861839999999999939e+00,2.802610000000000046e+00,2.744829999999999881e+00,2.679190000000000182e+00,2.614850000000000119e+00,2.551579999999999959e+00,2.489679999999999893e+00,2.431119999999999948e+00,2.374260000000000037e+00,2.317649999999999988e+00,2.262560000000000127e+00,2.212479999999999780e+00,2.164219999999999811e+00,2.116699999999999804e+00,2.071540000000000159e+00,2.029079999999999995e+00,1.988669999999999938e+00,1.929610000000000047e+00,1.872519999999999962e+00,1.816389999999999949e+00,1.763149999999999995e+00,1.704669999999999908e+00,1.647839999999999971e+00,1.570619999999999905e+00,1.494289999999999896e+00,1.420760000000000023e+00,1.348400000000000043e+00,1.272680000000000033e+00,1.195759999999999934e+00,1.124279999999999946e+00,1.053960000000000008e+00,9.858200000000000296e-01,9.206600000000000339e-01,8.586899999999999533e-01,8.003599999999999604e-01,3.005599999999999938e-01,4.862600000000000255e-01,4.637600000000000056e-01,4.469099999999999739e-01,4.356900000000000217e-01,4.301200000000000023e-01,4.312400000000000122e-01,4.345600000000000018e-01,4.512900000000000245e-01,4.678599999999999981e-01,4.666000000000000147e-01,5.681300000000000239e-01,5.816900000000000404e-01,6.054399999999999782e-01,6.357099999999999973e-01,6.837100000000000399e-01,6.924299999999999899e-01,7.048600000000000421e-01,6.842399999999999594e-01,6.989600000000000257e-01,7.115599999999999703e-01,7.364199999999999635e-01,7.685800000000000409e-01,8.110899999999999777e-01,8.389900000000000135e-01,8.756599999999999939e-01,8.905499999999999527e-01,9.103900000000000325e-01,9.368900000000000006e-01,9.681999999999999496e-01,8.766899999999999693e-01,1.160430000000000073e+00,1.215149999999999952e+00,1.271670000000000078e+00,1.303790000000000004e+00,1.338799999999999990e+00,1.352309999999999901e+00,1.368889999999999940e+00,1.382619999999999960e+00,1.398810000000000109e+00,1.297479999999999967e+00,1.550030000000000019e+00,1.600279999999999925e+00,1.651200000000000001e+00,1.681149999999999922e+00,1.763980000000000103e+00,1.779300000000000104e+00,1.794119999999999937e+00,2.092979999999999841e+00,3.445399999999999796e+00,6.654770000000000074e+00,9.728210000000000690e+00,1.343640000000000079e+01,1.743890000000000029e+01
