Diameter distribution(Å)
1.751955999999999847e+01,1.408056000000000019e+01,1.114805999999999919e+01,9.095539999999999736e+00,7.519230000000000302e+00,6.768030000000000435e+00,6.719170000000000087e+00,6.625930000000000319e+00,6.532939999999999969e+00,6.438539999999999708e+00,6.344260000000000232e+00,6.247110000000000163e+00,6.150199999999999889e+00,6.059029999999999916e+00,5.968379999999999797e+00,5.876710000000000100e+00,5.785379999999999967e+00,5.690080000000000027e+00,5.594929999999999737e+00,5.506549999999999834e+00,5.417180000000000106e+00,5.326920000000000321e+00,5.235459999999999781e+00,5.145369999999999777e+00,5.055410000000000181e+00,4.965119999999999756e+00,4.875219999999999665e+00,4.785720000000000418e+00,4.696110000000000007e+00,4.607140000000000235e+00,4.513329999999999842e+00,4.430970000000000297e+00,4.348349999999999937e+00,4.261429999999999829e+00,4.174990000000000201e+00,4.089520000000000266e+00,4.004599999999999937e+00,3.917889999999999873e+00,3.830379999999999896e+00,3.742230000000000167e+00,3.653129999999999988e+00,3.568189999999999973e+00,3.484030000000000182e+00,3.398890000000000189e+00,3.314470000000000027e+00,3.230640000000000178e+00,3.146939999999999849e+00,3.065939999999999888e+00,2.985090000000000021e+00,2.903779999999999806e+00,2.823319999999999830e+00,2.747879999999999878e+00,2.670389999999999819e+00,2.586640000000000050e+00,2.504290000000000127e+00,2.420710000000000139e+00,2.338039999999999896e+00,2.262579999999999814e+00,2.188019999999999854e+00,2.114069999999999894e+00,2.041090000000000071e+00,1.971260000000000012e+00,1.902760000000000007e+00,1.837069999999999981e+00,1.774370000000000003e+00,1.712469999999999937e+00,1.653829999999999911e+00,1.348689999999999944e+00,1.409510000000000041e+00,1.374880000000000102e+00,1.344440000000000079e+00,1.316789999999999905e+00,1.293530000000000069e+00,1.252909999999999968e+00,1.218429999999999902e+00,1.187289999999999957e+00,1.164160000000000084e+00,1.139650000000000052e+00,1.117539999999999978e+00,1.091020000000000101e+00,1.070040000000000102e+00,1.052610000000000046e+00,1.040380000000000082e+00,1.030070000000000041e+00,1.020420000000000105e+00,1.010979999999999990e+00,1.005349999999999966e+00,9.958500000000000130e-01,1.009609999999999896e+00,1.014170000000000016e+00,1.022920000000000051e+00,1.024170000000000025e+00,1.029109999999999969e+00,1.039479999999999960e+00,1.053739999999999899e+00,1.073050000000000059e+00,1.095960000000000045e+00,1.101709999999999967e+00,1.112309999999999910e+00,1.122540000000000093e+00,1.135680000000000023e+00,1.151080000000000103e+00,1.169769999999999976e+00,1.192220000000000057e+00,1.217710000000000070e+00,1.237840000000000051e+00,1.281269999999999909e+00,1.320670000000000011e+00,1.363520000000000065e+00,1.363739999999999952e+00,1.586980000000000057e+00,1.661399999999999988e+00,1.737740000000000062e+00,1.794349999999999890e+00,1.853410000000000002e+00,1.909100000000000019e+00,1.967419999999999947e+00,2.016420000000000101e+00,2.068150000000000155e+00,2.120589999999999975e+00,2.176140000000000185e+00,2.237239999999999895e+00,2.298799999999999955e+00,2.358960000000000168e+00,2.420859999999999790e+00,2.461780000000000079e+00,2.564080000000000137e+00,2.644379999999999953e+00,2.725979999999999848e+00,2.808679999999999843e+00,2.892490000000000006e+00,2.973800000000000221e+00,3.056210000000000093e+00,3.134259999999999824e+00,3.213529999999999998e+00,3.294000000000000039e+00,3.375179999999999847e+00,3.453710000000000058e+00,3.531680000000000152e+00,3.610869999999999802e+00,3.690939999999999888e+00,3.770540000000000003e+00,3.851010000000000044e+00,3.933749999999999858e+00,4.016079999999999650e+00,4.100080000000000169e+00,4.183629999999999960e+00,4.269050000000000011e+00,4.354400000000000048e+00,4.440419999999999590e+00,4.527020000000000266e+00,4.615569999999999951e+00,4.702980000000000160e+00,4.791699999999999626e+00,4.880889999999999951e+00,4.969439999999999635e+00,5.058460000000000178e+00,5.149239999999999817e+00,5.240450000000000053e+00,5.331590000000000273e+00,5.423119999999999941e+00,5.515049999999999564e+00,5.607330000000000148e+00,5.698240000000000194e+00,5.789530000000000065e+00,5.878300000000000303e+00,5.967480000000000118e+00,6.058010000000000339e+00,6.142360000000000042e+00,6.227439999999999642e+00,6.306499999999999773e+00,6.396149999999999558e+00,6.484659999999999869e+00,6.570240000000000080e+00,6.656189999999999607e+00,6.744609999999999772e+00,6.831330000000000346e+00,6.961199999999999832e+00,7.996389999999999887e+00,1.113399000000000072e+01,1.522236999999999973e+01
