Diameter distribution(Å)
1.309650000000000070e+01,8.474270000000000636e+00,4.465569999999999595e+00,2.664190000000000058e+00,2.161059999999999981e+00,2.073350000000000026e+00,1.999060000000000059e+00,1.699300000000000033e+00,1.682989999999999986e+00,1.633229999999999960e+00,1.585599999999999898e+00,1.542929999999999913e+00,1.503209999999999935e+00,1.465289999999999981e+00,1.430360000000000076e+00,1.397739999999999982e+00,1.367809999999999970e+00,1.343010000000000037e+00,1.321020000000000083e+00,1.291179999999999994e+00,1.264089999999999936e+00,1.232399999999999940e+00,1.202490000000000059e+00,1.162439999999999918e+00,1.124039999999999928e+00,1.085059999999999913e+00,1.051080000000000014e+00,1.021570000000000089e+00,9.964100000000000179e-01,9.805199999999999472e-01,9.698400000000000354e-01,4.718700000000000117e-01,3.230399999999999938e-01,1.885900000000000076e-01,2.644799999999999929e-01,2.683800000000000074e-01,2.772399999999999864e-01,2.723999999999999755e-01,2.726000000000000090e-01,2.781199999999999783e-01,2.887700000000000267e-01,3.038899999999999935e-01,3.216800000000000215e-01,3.445099999999999829e-01,3.720200000000000173e-01,4.044099999999999917e-01,4.424399999999999999e-01,4.383600000000000274e-01,4.411499999999999866e-01,4.612999999999999878e-01,4.952900000000000080e-01,5.412599999999999634e-01,5.956700000000000328e-01,5.982699999999999685e-01,6.070999999999999730e-01,6.191100000000000492e-01,6.352100000000000524e-01,6.589800000000000102e-01,6.856100000000000527e-01,7.163899999999999713e-01,7.515399999999999858e-01,7.898199999999999665e-01,8.319600000000000328e-01,8.778599999999999737e-01,9.262799999999999923e-01,9.786099999999999799e-01,1.032990000000000075e+00,1.090489999999999959e+00,1.151110000000000078e+00,1.213680000000000092e+00,1.277090000000000058e+00,1.337990000000000013e+00,1.398919999999999941e+00,1.456260000000000110e+00,1.516760000000000108e+00,1.319900000000000073e+00,1.755570000000000075e+00,3.531250000000000000e+00,6.466490000000000293e+00,1.091816000000000031e+01,1.547555999999999976e+01
