Diameter distribution(Å)
1.458736000000000033e+01,9.725799999999999557e+00,5.306930000000000369e+00,3.170939999999999870e+00,2.633379999999999832e+00,2.238879999999999981e+00,2.251079999999999970e+00,2.188439999999999941e+00,2.127860000000000085e+00,2.069960000000000022e+00,2.013640000000000096e+00,1.958900000000000086e+00,1.907140000000000057e+00,1.860999999999999988e+00,1.816230000000000011e+00,1.774399999999999977e+00,1.735559999999999992e+00,1.701210000000000111e+00,1.667990000000000084e+00,1.619350000000000067e+00,1.573949999999999960e+00,1.518350000000000088e+00,1.468499999999999917e+00,1.407790000000000097e+00,1.351690000000000058e+00,1.304619999999999891e+00,1.264320000000000110e+00,1.233460000000000001e+00,1.209310000000000107e+00,1.194669999999999899e+00,1.187729999999999952e+00,1.174979999999999913e+00,1.167960000000000109e+00,1.164309999999999956e+00,1.166660000000000030e+00,1.175110000000000099e+00,1.189259999999999984e+00,1.172390000000000043e+00,1.160439999999999916e+00,1.109490000000000087e+00,1.074600000000000000e+00,1.040939999999999976e+00,1.111169999999999991e+00,1.123739999999999961e+00,1.146539999999999893e+00,1.178409999999999958e+00,1.221189999999999998e+00,1.864309999999999912e+00,3.912819999999999965e+00,8.862239999999999895e+00,1.424522999999999939e+01
