Diameter distribution(Å)
2.023818999999999946e+01,1.602722999999999942e+01,1.217531999999999925e+01,9.459809999999999164e+00,7.659639999999999560e+00,6.951590000000000380e+00,6.904679999999999929e+00,6.806000000000000050e+00,6.707349999999999923e+00,6.491340000000000110e+00,6.521490000000000009e+00,6.430010000000000225e+00,6.338980000000000281e+00,6.248689999999999856e+00,6.158400000000000318e+00,6.069069999999999965e+00,5.980229999999999713e+00,5.891530000000000378e+00,5.802780000000000271e+00,5.713219999999999743e+00,5.623249999999999638e+00,5.537829999999999586e+00,5.453070000000000306e+00,5.366340000000000110e+00,5.279980000000000118e+00,5.192949999999999733e+00,5.106290000000000440e+00,5.020270000000000010e+00,4.934669999999999668e+00,4.849709999999999965e+00,4.765340000000000131e+00,4.681989999999999874e+00,4.598779999999999646e+00,4.516029999999999767e+00,4.433919999999999639e+00,4.352789999999999715e+00,4.271939999999999849e+00,4.191790000000000127e+00,4.112379999999999924e+00,4.035459999999999603e+00,3.957920000000000105e+00,3.881170000000000009e+00,3.805309999999999970e+00,3.730620000000000047e+00,3.656909999999999883e+00,3.584560000000000191e+00,3.512529999999999930e+00,3.442559999999999842e+00,3.372409999999999908e+00,3.304980000000000029e+00,3.238210000000000033e+00,3.172839999999999883e+00,3.108550000000000146e+00,3.045510000000000161e+00,2.983670000000000044e+00,2.921980000000000022e+00,2.861460000000000115e+00,2.798130000000000006e+00,2.736679999999999779e+00,2.683679999999999843e+00,2.631679999999999797e+00,2.579489999999999839e+00,2.528490000000000126e+00,2.480249999999999844e+00,2.434400000000000119e+00,2.385349999999999859e+00,2.338470000000000049e+00,2.306410000000000071e+00,2.276530000000000165e+00,2.222240000000000215e+00,2.217429999999999790e+00,2.194059999999999899e+00,2.172769999999999868e+00,2.154389999999999805e+00,2.138430000000000053e+00,2.127400000000000180e+00,2.114570000000000061e+00,2.108099999999999863e+00,2.104130000000000056e+00,2.101900000000000102e+00,2.101640000000000175e+00,2.098700000000000010e+00,2.108350000000000168e+00,2.115779999999999994e+00,2.125220000000000109e+00,2.137640000000000207e+00,2.152369999999999894e+00,2.167190000000000172e+00,2.184509999999999952e+00,2.175949999999999829e+00,2.170020000000000060e+00,2.165239999999999831e+00,2.167120000000000157e+00,2.151209999999999845e+00,2.137049999999999894e+00,2.115190000000000126e+00,2.095769999999999911e+00,2.078269999999999840e+00,2.062660000000000160e+00,2.049380000000000202e+00,2.038619999999999877e+00,2.028490000000000126e+00,2.025440000000000129e+00,2.021710000000000118e+00,2.025389999999999802e+00,2.028480000000000061e+00,2.033370000000000122e+00,2.038769999999999971e+00,2.051880000000000148e+00,2.066040000000000099e+00,2.082679999999999865e+00,2.100979999999999848e+00,2.121609999999999996e+00,2.076769999999999783e+00,2.184470000000000134e+00,2.220650000000000013e+00,2.257810000000000095e+00,2.295209999999999972e+00,2.332629999999999981e+00,2.374680000000000124e+00,2.417139999999999844e+00,2.462349999999999817e+00,2.507899999999999796e+00,2.557910000000000128e+00,2.609020000000000117e+00,2.661249999999999893e+00,2.715219999999999967e+00,2.772050000000000125e+00,2.828899999999999970e+00,2.888869999999999827e+00,2.949120000000000186e+00,3.011019999999999808e+00,3.074149999999999938e+00,3.138630000000000031e+00,3.204410000000000203e+00,3.273550000000000182e+00,3.341680000000000206e+00,3.411410000000000053e+00,3.482260000000000133e+00,3.554139999999999855e+00,3.627050000000000107e+00,3.701010000000000133e+00,3.775900000000000034e+00,3.851510000000000211e+00,3.927799999999999958e+00,4.005250000000000199e+00,4.082340000000000302e+00,4.159729999999999706e+00,4.236830000000000318e+00,4.315500000000000114e+00,4.394960000000000200e+00,4.474039999999999573e+00,4.553880000000000372e+00,4.635889999999999844e+00,4.718530000000000335e+00,4.801849999999999952e+00,4.885519999999999641e+00,4.970110000000000028e+00,5.053829999999999600e+00,5.139719999999999622e+00,5.224759999999999849e+00,5.309730000000000061e+00,5.395340000000000025e+00,5.480999999999999872e+00,5.567300000000000360e+00,5.653699999999999726e+00,5.740470000000000184e+00,5.824989999999999668e+00,5.910230000000000317e+00,6.003849999999999909e+00,6.097669999999999924e+00,6.187920000000000087e+00,6.278559999999999697e+00,6.368689999999999962e+00,6.458639999999999937e+00,6.551759999999999806e+00,6.643679999999999808e+00,6.735759999999999970e+00,6.826769999999999783e+00,6.921509999999999607e+00,7.015189999999999593e+00,7.108579999999999899e+00,7.202259999999999884e+00,7.295779999999999710e+00,7.389599999999999724e+00,7.409769999999999968e+00,7.609589999999999854e+00,7.708599999999999675e+00,7.807640000000000136e+00,7.906640000000000335e+00,8.005660000000000664e+00,8.032939999999999969e+00,8.533300000000000551e+00,9.773559999999999803e+00,1.182216000000000022e+01,1.569509000000000043e+01,2.016225999999999985e+01
