Diameter distribution(Å)
1.087926000000000037e+01,6.418569999999999887e+00,2.784409999999999830e+00,1.332759999999999945e+00,1.212280000000000024e+00,1.185380000000000100e+00,1.163129999999999997e+00,1.148930000000000007e+00,1.140980000000000105e+00,1.116500000000000048e+00,1.171540000000000026e+00,1.198260000000000103e+00,1.229240000000000110e+00,1.259630000000000027e+00,1.295009999999999994e+00,1.308910000000000018e+00,1.338670000000000027e+00,1.306610000000000049e+00,1.276459999999999928e+00,1.251659999999999995e+00,1.228920000000000012e+00,1.210350000000000037e+00,1.193789999999999907e+00,1.175850000000000062e+00,1.160800000000000054e+00,1.141429999999999945e+00,1.125059999999999949e+00,1.112840000000000051e+00,1.103690000000000060e+00,1.099129999999999940e+00,1.097609999999999975e+00,1.099399999999999933e+00,1.102090000000000014e+00,1.101900000000000102e+00,1.107169999999999987e+00,1.117480000000000029e+00,1.133059999999999956e+00,1.148530000000000051e+00,1.168930000000000025e+00,1.156150000000000011e+00,1.149110000000000076e+00,1.146779999999999911e+00,1.150290000000000035e+00,1.160309999999999953e+00,1.174579999999999957e+00,1.188490000000000046e+00,1.205500000000000016e+00,1.202949999999999964e+00,1.204229999999999912e+00,1.209940000000000015e+00,1.219829999999999970e+00,1.235009999999999941e+00,1.253849999999999909e+00,1.276189999999999936e+00,1.302229999999999999e+00,1.333960000000000035e+00,1.368810000000000082e+00,1.407880000000000020e+00,1.451170000000000071e+00,1.478509999999999991e+00,1.502240000000000020e+00,1.518669999999999964e+00,1.538729999999999931e+00,1.563949999999999951e+00,1.592659999999999965e+00,1.621860000000000079e+00,1.654099999999999904e+00,1.678060000000000107e+00,1.696050000000000058e+00,1.739610000000000101e+00,1.770049999999999901e+00,1.764380000000000059e+00,1.765609999999999902e+00,1.766040000000000054e+00,1.898369999999999891e+00,1.923459999999999948e+00,1.945289999999999964e+00,1.966709999999999958e+00,1.991549999999999931e+00,2.009409999999999918e+00,2.050549999999999873e+00,2.091959999999999820e+00,2.137070000000000025e+00,2.186809999999999921e+00,2.240079999999999849e+00,2.295960000000000001e+00,2.355069999999999997e+00,2.414260000000000073e+00,2.474720000000000031e+00,2.538170000000000037e+00,2.603169999999999984e+00,2.670970000000000066e+00,2.740359999999999907e+00,2.811630000000000074e+00,2.884549999999999947e+00,3.189000000000000057e+00,4.249760000000000204e+00,6.169369999999999798e+00,9.354960000000000164e+00,1.311825999999999937e+01,1.726513999999999882e+01
