,train,test
1,0.9999999999961655,0.9999984406258535
2,0.9999999999994482,0.9999999728587303
3,0.9999999999991711,0.999994806255067
mean,0.9999999999980496,0.9999877381043406
std,1.820556923242884e-12,2.6536196040152545e-06
