Real_Name,principal component 1,principal component 2,principal component 3,dG
133,-0.2587019162230098,-0.9702783829245218,-0.0699124733130039,-1.58430694123751
171,-0.9973575189341204,-2.4943234565235315,-1.2968739899354798,-1.0783809174387322
172,-0.2977914609784465,-2.139735683920384,0.8024470375382379,-1.9529398344992004
174,1.1353893157510129,-2.010257132640881,2.110960290579274,-3.70887114136657
183,-0.8442481894849683,1.1032159903105174,1.880775736675776,-3.010098901472772
189,-1.206679224600629,1.3336740754690044,1.3845274258286493,-2.3162141298068137
3,-1.788380187124789,-2.5912959948949603,-1.281997695902912,-1.0987136798307315
41,7.840416126320268,0.5847221120569547,-0.8677043177476537,-3.0055445555831133
87,-0.9910689344114912,6.160814421132018,-2.638772972040212,-1.6958981223491287
97,-0.6777506490997808,4.338501525341311,2.688820434925222,-2.459687418223027
83,-3.1369055454939723,0.7874233829126797,-0.2791394272423177,-1.1021651248690625
95,-2.924029762891517,-0.0473646115717942,-0.73489561831665,-1.5335782531910933
12,3.288060551527361,0.4416214767274013,-1.277986960366625,-1.4661573855576333
13,-1.1294756963616892,0.2710986971529111,1.414177428275107,-2.0783026240111777
32,0.389606919998786,0.4358145644389063,-0.5731885429253389,-4.002230083167765
33,1.6610774821092067,1.6797709628245143,-0.4963233438365265,-3.0534352575131054
40,1.1976136291962465,-0.881991865356489,-1.6411308357626415,-2.263697841599785
45,-0.3848405384468547,-2.443479748576466,-1.5339191477450378,-1.3262607939507511
46,1.83601361017112,0.5880940116436374,-2.293017556762857,-1.8814899500574545
47,2.724231157664125,-0.5646230475481738,-1.0169589318461276,-2.0278942052139204
4,-1.358733983001006,-0.3845098865240439,0.9551520575569802,-1.126855522437957
52,-1.6976225286457929,-0.7817526594618806,-0.769576690390091,-1.8565990455514167
