,train,test
1,0.9999999999998914,0.9999999999998923
2,0.9999999999999634,0.9999999999999816
3,0.9999999999998532,0.9999999999967535
mean,0.999999999999899,0.9999999999989391
std,5.5922353636595436e-14,1.8385095427687977e-12
