Diameter distribution(Å)
1.429277000000000086e+01,1.001226999999999911e+01,5.883549999999999613e+00,2.930419999999999803e+00,2.323409999999999975e+00,2.253880000000000106e+00,2.189680000000000071e+00,2.124080000000000190e+00,2.063699999999999868e+00,2.000039999999999818e+00,1.940290000000000070e+00,1.886609999999999898e+00,1.836920000000000108e+00,1.772750000000000048e+00,1.711100000000000065e+00,1.650760000000000005e+00,1.593620000000000037e+00,1.394069999999999920e+00,1.450530000000000097e+00,1.403610000000000024e+00,1.358899999999999997e+00,1.315430000000000099e+00,1.274720000000000075e+00,1.246599999999999930e+00,1.221370000000000067e+00,1.196299999999999919e+00,1.175820000000000087e+00,1.150249999999999995e+00,1.128360000000000030e+00,1.093639999999999946e+00,1.063730000000000064e+00,1.036710000000000020e+00,1.013230000000000075e+00,9.877299999999999969e-01,9.660699999999999843e-01,9.488999999999999657e-01,9.348699999999999788e-01,9.253599999999999604e-01,9.200899999999999634e-01,9.199600000000000000e-01,9.219800000000000217e-01,9.238300000000000400e-01,9.305200000000000138e-01,9.028800000000000159e-01,9.733399999999999830e-01,1.000620000000000065e+00,1.031300000000000106e+00,1.062680000000000069e+00,1.097420000000000062e+00,1.140700000000000047e+00,1.186849999999999961e+00,1.233400000000000052e+00,1.282629999999999937e+00,1.317209999999999992e+00,1.354729999999999990e+00,1.382800000000000029e+00,1.415189999999999948e+00,1.451049999999999951e+00,1.490620000000000056e+00,1.530659999999999910e+00,1.572880000000000056e+00,1.461440000000000072e+00,1.660730000000000040e+00,1.710080000000000044e+00,1.762029999999999985e+00,1.803919999999999968e+00,1.848370000000000068e+00,1.890260000000000051e+00,1.934549999999999992e+00,1.985899999999999999e+00,2.036869999999999958e+00,2.090749999999999886e+00,2.147609999999999797e+00,2.202879999999999949e+00,2.276349999999999874e+00,2.342089999999999783e+00,2.409510000000000041e+00,2.479109999999999925e+00,2.550180000000000113e+00,2.624029999999999863e+00,2.699409999999999865e+00,2.758319999999999883e+00,2.823090000000000099e+00,2.893299999999999983e+00,2.967319999999999958e+00,3.036090000000000177e+00,3.104820000000000135e+00,3.175710000000000033e+00,3.248419999999999863e+00,3.322259999999999991e+00,3.397720000000000073e+00,3.473990000000000133e+00,3.551769999999999872e+00,3.631369999999999987e+00,3.712260000000000115e+00,3.793890000000000207e+00,3.876669999999999838e+00,3.958730000000000082e+00,4.041879999999999917e+00,4.128899999999999793e+00,4.216660000000000075e+00,4.304079999999999906e+00,4.392249999999999766e+00,4.481469999999999843e+00,4.571250000000000036e+00,4.661340000000000039e+00,4.751999999999999780e+00,4.843899999999999650e+00,4.936350000000000016e+00,5.029130000000000322e+00,5.122449999999999726e+00,5.216059999999999697e+00,5.306919999999999860e+00,5.394440000000000346e+00,5.482479999999999798e+00,5.572320000000000384e+00,5.662449999999999761e+00,5.753779999999999895e+00,5.845439999999999969e+00,5.994659999999999656e+00,7.603170000000000428e+00,1.058018000000000036e+01,1.420082999999999984e+01
