Diameter distribution(Å)
1.269702999999999982e+01,8.834039999999999893e+00,5.016110000000000291e+00,3.559320000000000039e+00,3.188279999999999781e+00,3.105890000000000040e+00,3.058990000000000098e+00,3.000680000000000014e+00,2.943360000000000198e+00,2.887690000000000090e+00,2.833499999999999908e+00,2.762090000000000156e+00,2.688140000000000196e+00,2.604929999999999968e+00,2.517900000000000027e+00,2.432049999999999823e+00,2.346909999999999830e+00,2.263869999999999827e+00,2.181309999999999860e+00,2.092909999999999826e+00,2.004100000000000215e+00,1.935810000000000031e+00,1.870910000000000073e+00,1.798810000000000020e+00,1.729000000000000092e+00,1.657880000000000020e+00,1.588540000000000063e+00,1.526899999999999924e+00,1.468239999999999990e+00,1.411859999999999893e+00,1.357869999999999910e+00,1.308119999999999949e+00,1.263300000000000090e+00,1.220269999999999966e+00,1.181370000000000031e+00,1.144050000000000011e+00,1.112370000000000081e+00,1.086640000000000050e+00,1.065029999999999921e+00,1.044650000000000079e+00,1.027549999999999963e+00,9.885500000000000398e-01,9.511500000000000510e-01,8.936500000000000554e-01,8.408299999999999663e-01,8.135099999999999554e-01,7.812999999999999945e-01,7.544399999999999995e-01,7.360100000000000531e-01,7.216700000000000337e-01,7.133699999999999486e-01,6.916200000000000125e-01,6.736999999999999655e-01,5.701300000000000257e-01,6.036700000000000399e-01,5.862500000000000488e-01,5.726700000000000124e-01,5.631800000000000139e-01,5.565200000000000147e-01,5.593200000000000394e-01,5.668499999999999650e-01,5.783599999999999852e-01,5.943899999999999739e-01,6.161600000000000410e-01,6.420700000000000296e-01,6.739899999999999780e-01,7.097400000000000375e-01,7.393800000000000372e-01,7.737199999999999633e-01,7.989699999999999580e-01,8.293800000000000061e-01,6.031999999999999584e-01,9.288499999999999535e-01,4.537900000000000267e-01,9.250300000000000189e-01,9.258499999999999508e-01,9.333500000000000130e-01,9.301000000000000378e-01,9.342000000000000304e-01,9.472699999999999454e-01,9.671199999999999797e-01,9.707599999999999563e-01,9.780600000000000405e-01,9.631800000000000361e-01,9.820799999999999530e-01,9.835099999999999953e-01,9.838999999999999968e-01,9.829900000000000304e-01,9.916199999999999459e-01,9.805399999999999672e-01,9.694000000000000394e-01,9.380399999999999849e-01,9.109899999999999665e-01,8.932099999999999485e-01,8.798300000000000010e-01,8.667899999999999494e-01,8.613499999999999490e-01,8.472699999999999676e-01,8.402699999999999614e-01,8.368799999999999573e-01,8.424099999999999921e-01,8.414700000000000513e-01,8.467900000000000427e-01,7.974900000000000322e-01,7.497700000000000475e-01,7.047900000000000276e-01,6.650500000000000300e-01,6.303100000000000369e-01,6.026799999999999935e-01,5.789699999999999847e-01,5.581300000000000150e-01,5.430099999999999927e-01,5.372299999999999853e-01,5.367800000000000349e-01,5.463599999999999568e-01,5.554799999999999738e-01,5.736599999999999477e-01,5.953399999999999803e-01,6.250099999999999545e-01,6.593299999999999716e-01,7.011699999999999600e-01,1.121490000000000098e+00,3.949590000000000156e+00,7.962679999999999758e+00,1.225872999999999990e+01
