Real_Name,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,dG
107,-0.9956734488112101,4.524492463924806,4.959306533714662,-1.3330069137880658,-1.6432209033780045,-2.195807742165804
133,-1.7065519289690065,-0.6850340529229786,-1.2078524095009595,-0.556090609248706,-0.24362800476026367,-1.5846596534946584
171,-2.9379702695299352,0.3500087013197775,-0.8668612180096762,-1.2613729528611264,0.41803851418228405,-1.1891336924103912
172,-1.595513112615864,0.8817311167446906,-0.16698349823089828,-1.1854605378090513,-0.27338980677566693,-1.962923544576639
174,-0.42994438368368765,1.3778790656440907,0.9527871646993195,-1.8581847391587996,-0.11338512066457392,-3.76797874742788
176,0.7392971085518376,1.3032740327814323,1.766340305792362,-2.6564321473287835,0.3314897316832474,-3.885164172020649
183,-1.0250965566552968,0.8548033320558547,1.6839647225414234,0.9963854806811004,-0.9360039244357438,-3.125385810617635
185,-2.4973565615676123,-1.3950232149134405,-0.44467012198765893,0.40046058103940196,0.066091447993942,-1.333267771128787
189,-1.2571360410065011,-0.044750052017997144,1.7899185083493157,0.38840766219228084,-0.8768344940524394,-2.4345058401715667
3,-3.297365554440283,-0.6103835314635225,-2.0163248635822493,-0.8999122215809718,0.5756974305478233,-1.1244334770519653
41,2.1383285629062927,-3.517128043501667,2.167721685702244,-4.052057035075705,4.633338358030967,-3.066838566526077
48,-3.067942983822972,-0.19723863974555128,-1.8584735802672412,-0.5102993845381053,-0.15412455616109336,-1.539245668760001
87,-0.10226217841430618,-5.252729769803918,1.1791646465878094,3.366169984954044,-0.4612268313817298,-2.005140248568136
88,-3.2973655544402836,-0.6103835314635208,-2.0163248635822484,-0.8999122215809717,0.5756974305478225,-1.1244334770519653
89,-3.297365554440285,-0.610383531463522,-2.0163248635822493,-0.8999122215809721,0.5756974305478233,-1.1244334770519653
90,-3.2973655544402845,-0.6103835314635215,-2.016324863582249,-0.8999122215809721,0.5756974305478231,-1.1244334770519653
97,-0.09636826289076798,-2.1977439845276843,2.3085455207993286,2.273236637361177,-0.8869312766651284,-2.4528112618348863
83charge,-3.134245129331744,-0.6622682907953299,0.12233536985456729,1.6486783510538592,-0.7340602962815521,-1.2400520458167803
83,-2.9400183598165386,-1.0299032385484734,-0.2015382426877919,1.3784823970826376,-0.9591805156838898,-1.2969334854806922
95,-2.6165264752242723,-1.4561314637264864,-1.4576876636393803,0.9858913685156128,-0.43561516428029845,-1.5124480732028336
A1+2,-0.32749792211841294,0.26271092602919055,-1.368721199491624,0.03925145685079964,-0.471333747268113,-4.92107265089807
A1+3,1.7640401321981376,0.22987350265919776,-0.7568739498837845,-0.267535742157161,-0.19602682933449142,-4.086896792064719
davis2water,11.372746117718307,-4.423398854995321,-1.3986257095854138,-4.036276332707453,-4.585858307363211,-23.80378577180561
N1+2+1,0.06258765275863686,2.257094795143437,0.24162259562049193,-0.05539412712427724,-0.9213085777572766,-3.411723729084948
N1+2,-0.08323580214285031,1.2079754818311887,-0.34924080200244295,-0.18340685633215356,-0.3872083429933854,-2.537074488001345
urea+AMTA+cage1,2.6474756699260045,1.0021340587396714,0.5507733927146315,1.8285859202654662,0.05109095711400844,-2.393096451521924
urea+AMTA+cage2,4.443267067796366,0.83714320101025,-0.16013873905177506,1.984382369527814,1.7423368342830605,-3.385978800054009
urea+AMTA+cage3,2.669413822234336,1.740688277811968,-0.583785315279996,0.9286885597612519,1.0883949830014816,-3.26009701728842
urea+cage1,2.6798310341704585,-0.3139584236826046,-0.1081315993868335,1.5866644074496232,0.667125432519215,-2.5916326479986465
urea+cage2,4.453816227343791,0.0640832416817184,-0.5638819196362393,1.8254570300731958,2.118648862738346,-2.7840071386494856
urea+cage3,-0.47421088190119437,0.9596182862591205,-0.8511739996426185,0.4766920661319623,-0.30087537684577886,-3.5668887128890487
urea+cage4,0.15424470251264935,1.252184831409022,-0.2611671228548078,1.491177228953031,-0.396140305420754,-2.060364492189253
urea+cage5,0.11602718150382267,1.6001078833052853,-1.1314675431681565,0.27490228873082556,0.6815316836975209,-2.4293803915839973
12,0.3908666593024448,1.7284465796993793,0.8578459788970341,0.6780844345612067,-0.283023017811427,-1.4990164414513465
13,-2.430289156971018,0.7293079833500878,2.443749821492542,-0.34952085883525963,0.06302087041844599,-2.09435209417592
19,-1.5797584717111344,-0.8995561636458447,0.12596494232884536,-0.3513237844894603,-0.3923991935904625,-2.6227075125538177
20,-1.326753925383738,0.699387184379821,1.415835894842134,-0.4583575639052343,-1.0233124022430609,-3.233637276625608
22,-1.3621817939667427,-1.0426467781966688,1.1388234558999952,-0.08898183486929592,-0.6116825421904722,-2.0462015421929083
2Anthracene+dithiol+1DM,-0.16336542427223547,0.41041573527489733,-1.2367640105584505,-0.0060948479360908876,-0.576915136624856,-6.3539699694120575
2Anthracene+dithiol+2DM,-0.007469295027219791,0.5557101976865376,-1.1225609358908473,-0.06855195002499345,-0.6671877846511469,-3.236494554432239
2Triamidethiol+1DM,1.3908730695869913,0.1209324999890844,-1.5196851626876842,0.2727270903682344,-0.06548832320282992,-4.289709617613264
32,-1.2150463446103377,-1.4476841195075232,0.8942347552010993,-0.7772595861402647,0.04948790388506548,-3.954439263751375
33,-0.19953403411708298,-1.3549448734320917,2.193783370271001,-0.5736235410575046,-0.08656624243469245,-3.056465927486737
36,0.1335667314306236,-0.31497653504074946,3.7346683149437188,-2.3453220645245674,0.710938197195649,-2.9883469172673336
38,-0.044200997604312155,-4.92998568935029,3.300046499781964,2.755170386280324,0.7222228213467554,-1.1244334770519653
3Anthracene+dithiol+1DM,2.0417507039989573,0.38500690749968536,-0.3995919765677387,-0.5046950635682202,-0.21494232275095446,-5.582542886058176
40,-1.2998529863062291,-1.3542050128005483,-0.2826703394615503,-1.5114731259181484,1.5336807364814122,-2.315557171001566
45,-2.5534754399148163,-0.16634046854739978,-0.7617897769211096,-1.8205663666725542,0.7516598563084984,-1.3542178688475297
46,-0.13453256536090763,0.6881486724697222,0.15634822944203303,0.6543335050978111,-0.5295049122653291,-1.9054451206103973
47,-0.08489510429993131,1.7334800369007342,0.28559403388166976,0.05145664635575048,-0.0021095009947439893,-2.1107268756658235
4,-2.0494079630552475,1.046060390222998,0.6841983972212375,0.2604886464059825,-0.9339839942177617,-1.6033528101282104
52,-1.9371055623600486,-0.9716121801972043,-1.768626102041384,0.2441755459652636,-0.5453403002060152,-1.8645407793608977
56,-2.031082342899264,0.33573698854949935,0.3313672351545019,0.13278232859596623,-0.602940693070292,-1.7365792901436872
new+urea+AMTA+cage4,6.49077236779437,2.3562347449099135,1.132032640711943,1.380546172862992,1.3399161722955908,-2.245272094194137
