Diameter distribution(Å)
1.276557999999999993e+01,9.206149999999999167e+00,6.371900000000000119e+00,5.444029999999999703e+00,5.349039999999999573e+00,5.271989999999999732e+00,5.196089999999999876e+00,5.120630000000000237e+00,5.045689999999999564e+00,4.972489999999999633e+00,4.899910000000000210e+00,4.825750000000000206e+00,4.751559999999999562e+00,4.676239999999999952e+00,4.601689999999999614e+00,4.524600000000000399e+00,4.447980000000000267e+00,4.373160000000000380e+00,4.297259999999999636e+00,4.223959999999999937e+00,4.151600000000000179e+00,4.079430000000000334e+00,4.008000000000000007e+00,3.938530000000000086e+00,3.869250000000000078e+00,3.801680000000000170e+00,3.735149999999999970e+00,3.669439999999999813e+00,3.604950000000000099e+00,3.541399999999999881e+00,3.478740000000000165e+00,3.410740000000000105e+00,3.341029999999999944e+00,3.263329999999999842e+00,3.190269999999999939e+00,3.120909999999999851e+00,3.053770000000000095e+00,2.980659999999999865e+00,2.908539999999999903e+00,2.837419999999999831e+00,2.767430000000000057e+00,2.698490000000000055e+00,2.630739999999999856e+00,2.565960000000000019e+00,2.501180000000000181e+00,2.438759999999999817e+00,2.378049999999999997e+00,2.314369999999999816e+00,2.252400000000000180e+00,2.152690000000000214e+00,2.139860000000000095e+00,2.076560000000000183e+00,2.089519999999999822e+00,2.071279999999999788e+00,2.058949999999999836e+00,2.070770000000000000e+00,2.086050000000000182e+00,2.091540000000000177e+00,2.100950000000000095e+00,2.083520000000000039e+00,2.063559999999999839e+00,2.021510000000000140e+00,1.980739999999999945e+00,1.935890000000000111e+00,1.909480000000000066e+00,1.862069999999999892e+00,1.819660000000000055e+00,1.773900000000000032e+00,1.733959999999999946e+00,1.698229999999999906e+00,1.667380000000000084e+00,1.643000000000000016e+00,1.623860000000000081e+00,1.610289999999999999e+00,1.601390000000000091e+00,1.593820000000000014e+00,1.591460000000000097e+00,1.559600000000000097e+00,1.532080000000000108e+00,1.500150000000000095e+00,1.470560000000000089e+00,1.427489999999999926e+00,1.411680000000000046e+00,1.283039999999999958e+00,1.233670000000000044e+00,1.246590000000000087e+00,1.291700000000000070e+00,1.234329999999999927e+00,1.182730000000000059e+00,1.136919999999999931e+00,1.097529999999999895e+00,1.063649999999999984e+00,1.036399999999999988e+00,1.015879999999999894e+00,1.000720000000000054e+00,9.931499999999999773e-01,9.882199999999999873e-01,9.715399999999999592e-01,9.598700000000000010e-01,9.319699999999999651e-01,9.076400000000000023e-01,8.742199999999999971e-01,8.454300000000000148e-01,8.221699999999999564e-01,8.033500000000000085e-01,7.893000000000000016e-01,7.770700000000000385e-01,7.048999999999999710e-01,6.380500000000000060e-01,5.780899999999999928e-01,5.247800000000000242e-01,4.778399999999999870e-01,4.432400000000000229e-01,4.159499999999999864e-01,4.017800000000000260e-01,3.879500000000000171e-01,3.795799999999999730e-01,3.565900000000000181e-01,3.513200000000000212e-01,3.198199999999999932e-01,2.982199999999999851e-01,2.582499999999999796e-01,2.320000000000000118e-01,1.900199999999999945e-01,1.527900000000000091e-01,1.681100000000000094e-01,2.041000000000000036e-01,1.360430000000000028e+00,4.710479999999999556e+00,9.162589999999999790e+00,1.376253999999999955e+01
