Diameter distribution(Å)
1.515743999999999936e+01,1.161616000000000071e+01,8.462780000000000413e+00,6.251559999999999562e+00,4.872130000000000294e+00,4.625169999999999781e+00,4.530739999999999768e+00,4.445159999999999556e+00,4.360120000000000218e+00,4.276589999999999669e+00,4.194090000000000096e+00,4.113269999999999982e+00,4.033120000000000260e+00,3.952809999999999935e+00,3.873489999999999878e+00,3.798480000000000079e+00,3.719739999999999824e+00,3.642959999999999976e+00,3.561399999999999899e+00,3.479620000000000157e+00,3.397200000000000220e+00,3.316949999999999843e+00,3.237439999999999873e+00,3.157649999999999846e+00,3.078139999999999876e+00,3.000630000000000130e+00,2.923150000000000137e+00,2.847550000000000026e+00,2.772920000000000051e+00,2.697909999999999808e+00,2.623889999999999834e+00,2.552200000000000024e+00,2.481679999999999886e+00,2.409419999999999895e+00,2.337419999999999831e+00,2.246980000000000199e+00,2.159310000000000063e+00,2.075839999999999907e+00,1.996140000000000025e+00,1.910609999999999919e+00,1.825660000000000061e+00,1.735449999999999937e+00,1.646830000000000016e+00,1.554810000000000025e+00,1.471309999999999896e+00,1.378270000000000106e+00,1.304009999999999891e+00,1.204350000000000032e+00,1.139969999999999928e+00,1.062159999999999993e+00,9.864800000000000235e-01,8.734600000000000142e-01,8.444300000000000139e-01,5.783700000000000507e-01,5.675599999999999534e-01,5.295600000000000307e-01,4.969299999999999828e-01,4.729900000000000215e-01,4.566999999999999948e-01,4.401200000000000112e-01,4.298399999999999999e-01,4.107500000000000040e-01,3.938200000000000034e-01,3.856499999999999928e-01,3.820399999999999907e-01,3.849699999999999789e-01,3.935100000000000264e-01,4.052399999999999891e-01,4.241400000000000170e-01,4.483500000000000263e-01,4.790699999999999958e-01,5.041600000000000525e-01,5.333299999999999708e-01,5.632599999999999829e-01,5.867599999999999483e-01,6.179700000000000193e-01,6.479500000000000259e-01,6.826200000000000045e-01,7.143699999999999495e-01,7.337500000000000133e-01,7.568399999999999572e-01,7.758599999999999941e-01,7.945400000000000240e-01,8.047499999999999654e-01,8.205500000000000016e-01,8.377099999999999547e-01,8.585399999999999698e-01,8.812999999999999723e-01,9.086199999999999832e-01,9.294999999999999929e-01,9.539800000000000502e-01,9.823199999999999710e-01,1.014329999999999954e+00,1.051260000000000083e+00,1.091679999999999984e+00,1.128100000000000103e+00,1.167079999999999895e+00,1.221540000000000070e+00,1.263789999999999969e+00,1.293109999999999982e+00,1.328319999999999945e+00,1.369469999999999965e+00,1.416320000000000023e+00,1.433470000000000022e+00,1.454069999999999974e+00,1.473700000000000010e+00,1.495780000000000109e+00,1.526580000000000048e+00,1.560110000000000108e+00,1.584149999999999947e+00,1.611250000000000071e+00,1.655929999999999902e+00,1.700469999999999926e+00,1.741950000000000109e+00,1.785819999999999963e+00,1.833420000000000050e+00,1.882880000000000109e+00,1.932909999999999906e+00,1.985239999999999894e+00,2.041329999999999867e+00,2.098430000000000017e+00,2.158259999999999845e+00,2.218449999999999811e+00,2.281130000000000102e+00,2.344100000000000072e+00,2.410769999999999857e+00,2.477300000000000058e+00,2.546069999999999833e+00,2.615610000000000213e+00,2.685459999999999958e+00,2.755990000000000162e+00,2.829979999999999940e+00,2.904999999999999805e+00,2.980030000000000179e+00,3.056010000000000115e+00,3.133649999999999824e+00,3.212149999999999839e+00,3.291519999999999779e+00,3.371410000000000018e+00,3.451690000000000147e+00,3.532680000000000042e+00,3.614619999999999944e+00,3.697200000000000042e+00,3.779069999999999929e+00,3.859410000000000007e+00,3.940259999999999874e+00,4.022109999999999630e+00,4.104420000000000179e+00,4.186829999999999607e+00,4.270620000000000083e+00,4.355139999999999567e+00,4.439070000000000071e+00,4.523640000000000327e+00,4.713309999999999889e+00,6.228519999999999612e+00,9.180500000000000327e+00,1.254796999999999940e+01,1.705928000000000111e+01,2.172317999999999927e+01
