Diameter distribution(Å)
1.335191000000000017e+01,8.985789999999999722e+00,4.989020000000000010e+00,3.231050000000000200e+00,2.766849999999999810e+00,2.686249999999999805e+00,2.607120000000000104e+00,2.530380000000000074e+00,2.455569999999999808e+00,2.375700000000000145e+00,2.297730000000000050e+00,2.222999999999999865e+00,2.150259999999999838e+00,2.079439999999999955e+00,2.011029999999999873e+00,1.945440000000000058e+00,1.882630000000000026e+00,1.823329999999999895e+00,1.765220000000000011e+00,1.711170000000000080e+00,1.660530000000000062e+00,1.614249999999999963e+00,1.571660000000000057e+00,1.532340000000000035e+00,1.496680000000000010e+00,1.463899999999999979e+00,1.435289999999999955e+00,1.413399999999999990e+00,1.394940000000000069e+00,1.378149999999999986e+00,1.365660000000000096e+00,1.348989999999999911e+00,1.336189999999999989e+00,1.327120000000000077e+00,1.321970000000000089e+00,1.321020000000000083e+00,1.322629999999999972e+00,1.320049999999999946e+00,1.321390000000000065e+00,1.325870000000000104e+00,1.334589999999999943e+00,1.331650000000000000e+00,1.330740000000000034e+00,1.320340000000000069e+00,1.314009999999999900e+00,1.310310000000000086e+00,1.311649999999999983e+00,1.320149999999999935e+00,1.333879999999999955e+00,1.349979999999999958e+00,1.378440000000000110e+00,1.403629999999999933e+00,1.430819999999999981e+00,1.426129999999999898e+00,1.425370000000000026e+00,1.428989999999999982e+00,1.436439999999999939e+00,1.410709999999999908e+00,1.489600000000000035e+00,1.514890000000000070e+00,1.531379999999999963e+00,1.552349999999999897e+00,1.578759999999999941e+00,1.607189999999999896e+00,1.640249999999999986e+00,1.660029999999999895e+00,1.718499999999999917e+00,1.767619999999999969e+00,1.817709999999999937e+00,1.872460000000000013e+00,1.930129999999999901e+00,1.989649999999999919e+00,2.051390000000000047e+00,2.108909999999999840e+00,2.167530000000000179e+00,2.199629999999999974e+00,2.237460000000000004e+00,2.274550000000000072e+00,2.313959999999999795e+00,2.354699999999999793e+00,2.395389999999999908e+00,2.432440000000000158e+00,2.471589999999999954e+00,2.514520000000000088e+00,2.557939999999999880e+00,2.602139999999999898e+00,2.646850000000000147e+00,2.698980000000000157e+00,2.748320000000000096e+00,2.796229999999999993e+00,2.845810000000000173e+00,2.895970000000000155e+00,2.946520000000000028e+00,3.004109999999999836e+00,3.061430000000000096e+00,3.117199999999999971e+00,3.173540000000000028e+00,3.231129999999999836e+00,3.290290000000000159e+00,3.332390000000000185e+00,3.412160000000000082e+00,3.480640000000000178e+00,3.549910000000000121e+00,3.618590000000000195e+00,3.688439999999999941e+00,3.757690000000000197e+00,3.826480000000000103e+00,3.886410000000000142e+00,3.966860000000000053e+00,4.041419999999999568e+00,4.115169999999999995e+00,4.190549999999999997e+00,4.266359999999999708e+00,4.343429999999999680e+00,4.421260000000000190e+00,4.499640000000000306e+00,4.578769999999999563e+00,4.658699999999999619e+00,4.739349999999999952e+00,4.812800000000000189e+00,4.886999999999999567e+00,4.958479999999999777e+00,5.031150000000000233e+00,5.106270000000000309e+00,5.179949999999999832e+00,5.259159999999999613e+00,5.338390000000000413e+00,5.416389999999999816e+00,5.494329999999999714e+00,5.572709999999999830e+00,5.651659999999999684e+00,5.729359999999999786e+00,5.807649999999999757e+00,5.886809999999999654e+00,5.966560000000000308e+00,6.047629999999999839e+00,6.129179999999999851e+00,6.209990000000000343e+00,6.295480000000000409e+00,6.378739999999999633e+00,6.462519999999999598e+00,6.547299999999999898e+00,6.632509999999999906e+00,6.716490000000000293e+00,6.799559999999999604e+00,6.884199999999999875e+00,6.969520000000000159e+00,7.053930000000000256e+00,7.138690000000000424e+00,7.226270000000000415e+00,7.314259999999999984e+00,7.402319999999999567e+00,7.489889999999999937e+00,7.578070000000000306e+00,7.666680000000000383e+00,7.756280000000000285e+00,7.844879999999999853e+00,7.935139999999999638e+00,8.025600000000000733e+00,8.116089999999999804e+00,8.206789999999999807e+00,8.297929999999999140e+00,8.389390000000000569e+00,8.479279999999999262e+00,8.569419999999999149e+00,9.046760000000000801e+00,1.065742000000000012e+01,1.304182999999999915e+01,1.586683000000000021e+01
