Diameter distribution(Å)
1.244843000000000011e+01,7.163269999999999804e+00,2.613039999999999807e+00,1.384279999999999955e+00,1.296149999999999913e+00,1.219629999999999992e+00,1.147159999999999958e+00,1.074459999999999971e+00,1.006129999999999969e+00,9.401300000000000212e-01,8.781700000000000061e-01,8.202800000000000091e-01,7.663600000000000412e-01,6.647499999999999520e-01,6.452900000000000302e-01,6.134800000000000253e-01,5.857200000000000184e-01,3.392600000000000060e-01,3.266999999999999904e-01,2.997900000000000009e-01,2.778800000000000159e-01,4.207999999999999935e-02,3.204600000000000226e-01,3.126900000000000235e-01,3.156200000000000117e-01,3.163599999999999746e-01,3.301999999999999935e-01,3.395599999999999730e-01,3.569800000000000195e-01,3.676400000000000223e-01,3.850700000000000234e-01,3.562500000000000111e-01,3.300799999999999845e-01,3.073500000000000121e-01,2.892500000000000071e-01,2.761299999999999866e-01,2.677100000000000035e-01,2.636999999999999900e-01,2.628499999999999726e-01,1.514900000000000135e-01,4.622800000000000242e-01,5.001400000000000290e-01,5.410800000000000054e-01,5.792599999999999971e-01,6.209799999999999764e-01,6.658300000000000329e-01,7.148499999999999854e-01,7.665699999999999736e-01,8.218299999999999494e-01,8.797800000000000065e-01,9.401500000000000412e-01,9.934500000000000552e-01,1.048529999999999962e+00,1.104840000000000044e+00,1.164390000000000036e+00,1.226539999999999964e+00,1.291420000000000012e+00,1.358079999999999954e+00,1.426399999999999890e+00,1.497579999999999911e+00,1.570089999999999986e+00,1.644430000000000058e+00,1.720469999999999944e+00,1.797619999999999996e+00,1.876209999999999933e+00,1.955880000000000063e+00,2.036690000000000111e+00,2.117090000000000138e+00,2.197999999999999954e+00,2.274070000000000036e+00,2.350490000000000190e+00,2.419659999999999922e+00,2.489050000000000207e+00,2.552669999999999995e+00,2.617869999999999919e+00,2.686659999999999826e+00,2.757089999999999819e+00,2.756780000000000008e+00,3.282960000000000100e+00,4.211759999999999948e+00,6.251439999999999664e+00,9.002470000000000638e+00,1.229135999999999918e+01
