Diameter distribution(Å)
1.207313000000000081e+01,7.030710000000000015e+00,3.005689999999999973e+00,1.235460000000000003e+00,4.104499999999999815e-01,3.983599999999999919e-01,4.254100000000000104e-01,4.539000000000000257e-01,4.927699999999999858e-01,5.433200000000000252e-01,6.038799999999999724e-01,6.303900000000000059e-01,6.621299999999999963e-01,6.582500000000000018e-01,6.572000000000000064e-01,6.223899999999999988e-01,5.998299999999999743e-01,5.813199999999999479e-01,5.666900000000000270e-01,5.589300000000000379e-01,5.586900000000000199e-01,5.595799999999999663e-01,5.734399999999999498e-01,5.268800000000000150e-01,4.851099999999999857e-01,4.428500000000000214e-01,4.052600000000000091e-01,3.775600000000000067e-01,3.540800000000000058e-01,3.394599999999999840e-01,3.299599999999999755e-01,3.301999999999999935e-01,3.364099999999999868e-01,3.340799999999999881e-01,3.345899999999999985e-01,-5.364000000000000018e-02,3.974199999999999955e-01,4.083899999999999753e-01,4.230800000000000116e-01,4.395899999999999808e-01,4.604300000000000059e-01,4.809999999999999831e-01,5.061099999999999488e-01,5.383499999999999952e-01,5.749300000000000521e-01,6.144100000000000117e-01,6.589199999999999502e-01,7.088900000000000201e-01,7.612100000000000533e-01,8.146799999999999597e-01,8.713899999999999979e-01,9.296299999999999564e-01,9.909599999999999520e-01,8.919599999999999751e-01,1.124319999999999986e+00,1.997509999999999897e+00,3.972850000000000215e+00,8.491659999999999542e+00,1.360713999999999935e+01
