Diameter distribution(Å)
1.881925999999999988e+01,1.475317000000000078e+01,1.138156000000000034e+01,9.454000000000000625e+00,8.225479999999999237e+00,7.938220000000000276e+00,7.953870000000000218e+00,7.866380000000000372e+00,7.779139999999999944e+00,7.691410000000000302e+00,7.603930000000000078e+00,7.518060000000000187e+00,7.429739999999999789e+00,7.343359999999999665e+00,7.257290000000000241e+00,7.171400000000000219e+00,7.085569999999999702e+00,7.001900000000000013e+00,6.917069999999999830e+00,6.832460000000000200e+00,6.748219999999999885e+00,6.664600000000000080e+00,6.580689999999999706e+00,6.497700000000000031e+00,6.414419999999999789e+00,6.333050000000000068e+00,6.250499999999999723e+00,6.169050000000000367e+00,6.087159999999999904e+00,6.007959999999999745e+00,5.927640000000000242e+00,5.847879999999999967e+00,5.768659999999999677e+00,5.690019999999999634e+00,5.611650000000000027e+00,5.531659999999999577e+00,5.451050000000000395e+00,5.367539999999999978e+00,5.284480000000000288e+00,5.200890000000000235e+00,5.117810000000000414e+00,5.037919999999999732e+00,4.958580000000000432e+00,4.879150000000000098e+00,4.799769999999999648e+00,4.717299999999999827e+00,4.635180000000000078e+00,4.551989999999999981e+00,4.469380000000000130e+00,4.387330000000000396e+00,4.306650000000000311e+00,4.226359999999999673e+00,4.146440000000000126e+00,4.066959999999999908e+00,3.987859999999999960e+00,3.905489999999999906e+00,3.832749999999999879e+00,3.757099999999999884e+00,3.682440000000000158e+00,3.598250000000000171e+00,3.533360000000000056e+00,3.459799999999999986e+00,3.386779999999999902e+00,3.316710000000000047e+00,3.246929999999999872e+00,3.177869999999999973e+00,3.109020000000000117e+00,3.037679999999999936e+00,2.967389999999999972e+00,2.897689999999999877e+00,2.828819999999999890e+00,2.765260000000000051e+00,2.703650000000000109e+00,2.644540000000000113e+00,2.587549999999999795e+00,2.522790000000000088e+00,2.458349999999999813e+00,2.411300000000000221e+00,2.364500000000000046e+00,2.313979999999999926e+00,2.264710000000000001e+00,2.219489999999999963e+00,2.176239999999999952e+00,2.134669999999999845e+00,2.095169999999999977e+00,2.058489999999999931e+00,2.022370000000000001e+00,1.992220000000000102e+00,1.962739999999999929e+00,1.935840000000000005e+00,1.912250000000000005e+00,1.891100000000000003e+00,1.872169999999999890e+00,1.849909999999999943e+00,1.830200000000000049e+00,1.791069999999999940e+00,1.755169999999999897e+00,1.724169999999999980e+00,1.693799999999999972e+00,1.660789999999999988e+00,1.630759999999999987e+00,1.590819999999999901e+00,1.550929999999999920e+00,1.508760000000000101e+00,1.467999999999999972e+00,1.405299999999999994e+00,1.358449999999999935e+00,1.227940000000000031e+00,1.310859999999999914e+00,1.342610000000000081e+00,1.380069999999999908e+00,1.325690000000000035e+00,1.274119999999999919e+00,1.224650000000000016e+00,1.177980000000000027e+00,1.136279999999999957e+00,1.097779999999999978e+00,1.063460000000000072e+00,1.033509999999999929e+00,1.009400000000000075e+00,9.871400000000000174e-01,9.707200000000000273e-01,9.582899999999999752e-01,9.512100000000000000e-01,9.471899999999999764e-01,9.422700000000000520e-01,9.407900000000000151e-01,9.300800000000000178e-01,9.230300000000000171e-01,8.901000000000000023e-01,8.613600000000000145e-01,8.282000000000000473e-01,7.976999999999999647e-01,7.639899999999999469e-01,7.336700000000000443e-01,7.005700000000000260e-01,6.713900000000000423e-01,6.432499999999999885e-01,6.192600000000000326e-01,6.000900000000000123e-01,5.829100000000000392e-01,5.704799999999999871e-01,5.614599999999999591e-01,5.587400000000000144e-01,5.595499999999999918e-01,5.641699999999999493e-01,5.708800000000000541e-01,5.737299999999999622e-01,5.807099999999999485e-01,5.807700000000000085e-01,5.836799999999999766e-01,5.585900000000000309e-01,5.405600000000000405e-01,5.185499999999999554e-01,5.035300000000000331e-01,4.651299999999999879e-01,4.332500000000000240e-01,3.974300000000000055e-01,3.700300000000000256e-01,3.478600000000000025e-01,3.350099999999999745e-01,3.304400000000000115e-01,3.342200000000000171e-01,3.377499999999999947e-01,3.532100000000000239e-01,3.589300000000000268e-01,4.585600000000000231e-01,4.714900000000000202e-01,5.024999999999999467e-01,4.583999999999999742e-01,5.945300000000000029e-01,6.473600000000000465e-01,7.146700000000000275e-01,2.733629999999999782e+00,7.388169999999999682e+00,1.161110000000000042e+01,1.622766999999999982e+01
