,train,test
1,0.9999999999921068,0.9999999998407836
2,0.9999999999827569,0.999999995999896
3,0.9999999999314448,0.9999999977077156
mean,0.9999999999687605,0.9999999977861402
std,3.266041536528878e-11,1.9243632919220076e-09
