Real_Name,principal component 1,principal component 2,dG
107,0.6437930780065837,-0.2122103072983634,-2.148916989514117
12,3.288060551527361,0.4416214767274013,-1.4661573855576333
174,1.1353893157510129,-2.010257132640881,-3.70887114136657
176,2.622837127573252,-1.8549730265403916,-3.884426643541093
36,3.1962556074161785,0.7337274271909972,-3.030267846253999
4,-1.358733983001006,-0.3845098865240439,-1.126855522437957
40,1.1976136291962465,-0.881991865356489,-2.263697841599785
48,-1.7784425770403156,-2.1148300966847398,-1.5259016334106572
52,-1.6976225286457929,-0.7817526594618806,-1.8565990455514167
83,-3.1369055454939723,0.7874233829126797,-1.1021651248690625
97,-0.6777506490997808,4.338501525341311,-2.459687418223027
