,train,test
1,0.9999999999999458,0.9999999999999558
2,0.9999999999999567,0.9999999999998663
3,0.9999999999999558,0.9999999999999751
mean,0.9999999999999529,0.9999999999998996
std,6.04179657005579e-15,5.804948420242847e-14
