,train,test
1,0.9999999999994813,0.9999999999938065
2,0.9999999999998583,0.9999999999999634
3,0.9999999999998541,0.9999999999999307
mean,0.999999999999754,0.9999999999958005
std,2.1647178243013375e-13,3.5452756721463492e-12
