,train,test
1,0.9235207531002063,0.44433922374467405
2,0.9999999999745872,0.3048532408473744
3,0.9045186800551756,0.4317976961118829
mean,0.9245111694117628,0.3335457434089064
std,0.05054179200759543,0.07716705262242497
