,train,test
1,0.9953861392234328,0.6536032079732309
2,0.9999999999977998,0.3140116038487718
3,0.9999999999999676,0.364890995433521
mean,0.9968849536249075,0.023282239687901312
std,0.00266381376071003,0.18315108141888042
