,train,test
1,0.9999999999470086,0.33511855307532196
2,0.9999999999936482,0.26798221520232646
3,0.9690237528366624,0.43349276556144034
mean,0.9883704532912784,0.29322690949430164
std,0.017884144621106428,0.08324513581929552
