,train,test
1,0.9999999999430556,0.40448090159756833
2,0.9999999999879743,0.28139975904696973
3,0.9699933464353587,0.43490209034217153
mean,0.9890171979390262,0.31687153952778957
std,0.017324349493115513,0.08127872014377178
