,train,test
1,0.9999999998818976,0.45824652724505116
2,0.9999999999933125,0.2838883845307505
3,0.9737760692462689,0.425813488080997
mean,0.9905416504923449,0.2903649760327415
std,0.01514039344385299,0.09273205035472337
