,train,test
1,0.9624566331565633,0.6381017317960805
2,0.9221235793049423,0.21592288114385552
3,0.9999999999668145,0.3868810888491613
mean,0.9528671447992855,0.39458447477408365
std,0.038946537115109744,0.2123572077744273
