,train,test
1,0.975971802868495,0.6534345698062946
2,0.9195916225210873,0.20991641366796226
3,0.999999999999714,0.35450041950323946
mean,0.9575324708389614,0.39799474145678093
std,0.04127466164232052,0.2261911123309708
