,train,test
1,0.9999999999537184,0.35279804581803564
2,0.9999999999948632,0.27724036531051544
3,0.9696049226335349,0.4396304938102645
mean,0.9884234027093034,0.29746344853491274
std,0.017548606084724888,0.08126027211186353
