,train,test
1,0.9999999999994931,0.33665656551015816
2,0.9999999999876048,0.22267346940503263
3,0.983699770466573,0.41066056430070125
mean,0.9942286518215523,0.29615207156835355
std,0.009410941905252258,0.09469942439284246
