,train,test
1,0.9999999999999847,0.9277364532803841
2,0.9999999999999503,0.7118272658976343
3,0.9999999999997284,1.0
mean,0.9999999999722031,0.018021707699231365
std,1.3907339346815905e-13,0.14993460911389017
