,train,test
1,0.9999999999957798,0.9203360057904029
2,0.9999999999993634,0.6380230742179736
3,0.999999999995975,1.0
mean,0.9999999999528706,0.001711684112175737
std,2.01500139276493e-12,0.19020788544162787
