,train,test
1,0.9837516490890176,0.5606179452906117
2,0.9999999999683595,0.14426224909042762
3,0.9999999999948297,0.19377533417271856
mean,0.9913214040473743,0.023583687619531692
std,0.009380989761716847,0.2274412424797886
