,train,test
1,0.9892356988737805,0.5956759938211935
2,0.928259556664475,0.2560785424254519
3,0.9999999999989866,0.5912983185518899
mean,0.9676434655266373,0.4482160061140104
std,0.03868817930426947,0.19481525066136623
