,train,test
1,0.8800710433582267,0.3866258968037435
2,0.9999999999695319,0.7230060781198341
3,0.9360741026637617,0.247121272026253
mean,0.9164727495532149,0.2137778354068797
std,0.06000807950018547,0.2446356186205924
