,train,test
1,0.9999999999999838,0.8465359665119028
2,0.99999999999995,0.704471685159327
3,0.9999999999990457,1.0
mean,0.9999999999864979,0.01254743310573782
std,5.321591155629214e-13,0.14780079751883815
