,train,test
1,0.9903169561904588,0.5826532796399502
2,0.9298611471180143,0.23022374692577707
3,0.9999999998851274,0.6252975419146949
mean,0.9683931608592637,0.4464555797707358
std,0.03800904465449311,0.21683650220117195
