,train,test
1,0.9506474067146959,0.6678130512986403
2,0.8993089961820528,0.22043530815611634
3,0.9999999999954392,0.3756816133223286
mean,0.940125683904624,0.40657438575162125
std,0.05034876547394195,0.22715231210987288
