,train,test
1,0.9929777143794811,0.6314465082324177
2,0.9999999999947187,0.12913316991972415
3,0.9999999999995928,0.40262502510930165
mean,0.9957315097672379,0.052778323275788235
std,0.004054318491690865,0.2514874933406371
