,train,test
1,0.9980795122010805,0.960032074995306
2,0.9999999999960825,0.5152375923049065
3,0.9999999999870819,1.0
mean,0.9949540884569616,0.013683209961773805
std,0.0011087941428215404,0.269083059907576
