,train,test
1,0.9999375165801726,0.5307208023914105
2,0.9999999999986355,0.5282761000176641
3,0.9999999999981932,0.3489542796309734
mean,0.9999558065056875,0.009293886212515624
std,3.60748183417777e-05,0.10424439284114459
