n_pca,train-avg,test-avg,train-std,test-std
2,0.7020612005914304,0.14108838276891844,0.023297436028925363,0.17669244649935573
3,0.8965342580281,0.24694441124852937,0.1046314886217553,0.1645995294181122
4,0.9458915241300925,0.3270924989084894,0.0390991538015267,0.1868316565333355
5,0.940125683904624,0.40657438575162125,0.05034876547394195,0.22715231210987288
6,0.9575324708389614,0.39799474145678093,0.04127466164232052,0.2261911123309708
7,0.9528671447992855,0.39458447477408365,0.038946537115109744,0.2123572077744273
8,0.9518400164576666,0.45226311114178364,0.035803910373438774,0.22774290420014315
9,0.9676434655266373,0.4482160061140104,0.03868817930426947,0.19481525066136623
10,0.9683931608592637,0.4464555797707358,0.03800904465449311,0.21683650220117195
