,train,test
1,0.9999999999990328,0.46723529784286116
2,0.9351687954418256,0.7267933876225632
3,0.8829355959053855,0.43675680726131244
mean,0.7838570596491259,0.3300804410403251
std,0.058645072148693425,0.15938452366622974
