,train,test
1,0.9542354888846767,0.572815449445569
2,0.9999999999943396,0.8853386767205881
3,0.9853314943375203,0.42906024555858985
mean,0.9566274433056134,0.2568605491776197
std,0.02336848693730471,0.23328320877374012
